DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
07X030,P.S. 030 Wilton,2017-18,559,54,65,77,84,89,87,103,0,0,0,0,0,0,0,292,52.2%,267,47.8%,7,1.3%,126,22.5%,408,73.0%,5,0.9%,13,2.3%,117,20.9%,108,19.3%,517,92.5%,94.4%
07X030,P.S. 030 Wilton,2018-19,536,82,58,61,82,85,89,79,0,0,0,0,0,0,0,280,52.2%,256,47.8%,4,0.7%,121,22.6%,394,73.5%,5,0.9%,12,2.2%,118,22.0%,112,20.9%,496,92.5%,94.1%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2014-15,729,35,75,88,77,66,61,58,84,87,98,0,0,0,0,356,48.8%,373,51.2%,15,2.1%,184,25.2%,515,70.6%,3,0.4%,12,1.6%,159,21.8%,127,17.4%,705,96.7%,85.8%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2015-16,747,51,80,87,74,69,68,64,81,85,88,0,0,0,0,350,46.9%,397,53.1%,18,2.4%,198,26.5%,516,69.1%,4,0.5%,11,1.5%,189,25.3%,96,12.9%,694,92.9%,85.8%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2016-17,731,54,77,85,79,57,72,62,85,79,81,0,0,0,0,336,46.0%,395,54.0%,17,2.3%,196,26.8%,498,68.1%,5,0.7%,15,2.1%,183,25.0%,94,12.9%,678,92.7%,87.6%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2017-18,708,47,76,70,84,61,67,65,77,84,77,0,0,0,0,319,45.1%,389,54.9%,20,2.8%,194,27.4%,470,66.4%,6,0.8%,18,2.5%,170,24.0%,99,14.0%,652,92.1%,92.3%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2018-19,716,56,83,71,63,64,67,65,89,72,86,0,0,0,0,315,44.0%,401,56.0%,22,3.1%,189,26.4%,473,66.1%,8,1.1%,24,3.4%,161,22.5%,94,13.1%,636,88.8%,91.0%
07X043,P.S. 043 Jonas Bronck,2014-15,525,68,72,93,78,82,66,66,0,0,0,0,0,0,0,251,47.8%,274,52.2%,2,0.4%,145,27.6%,369,70.3%,2,0.4%,7,1.3%,125,23.8%,51,9.7%,499,95.0%,88.3%
07X043,P.S. 043 Jonas Bronck,2015-16,499,44,75,79,88,74,78,61,0,0,0,0,0,0,0,256,51.3%,243,48.7%,0,0.0%,135,27.1%,353,70.7%,5,1.0%,6,1.2%,121,24.2%,46,9.2%,483,96.8%,89.1%
07X043,P.S. 043 Jonas Bronck,2016-17,470,36,55,74,72,87,73,73,0,0,0,0,0,0,0,242,51.5%,228,48.5%,3,0.6%,132,28.1%,328,69.8%,2,0.4%,5,1.1%,118,25.1%,57,12.1%,457,97.2%,90.9%
07X043,P.S. 043 Jonas Bronck,2017-18,471,71,52,55,67,71,83,72,0,0,0,0,0,0,0,248,52.7%,223,47.3%,2,0.4%,125,26.5%,338,71.8%,1,0.2%,5,1.1%,104,22.1%,67,14.2%,452,96.0%,93.9%
07X043,P.S. 043 Jonas Bronck,2018-19,452,94,41,50,59,57,73,78,0,0,0,0,0,0,0,246,54.4%,206,45.6%,1,0.2%,110,24.3%,336,74.3%,2,0.4%,3,0.7%,91,20.1%,57,12.6%,433,95.8%,92.1%
07X049,P.S. 049 Willis Avenue,2014-15,713,69,109,114,99,105,112,105,0,0,0,0,0,0,0,342,48.0%,371,52.0%,2,0.3%,206,28.9%,489,68.6%,12,1.7%,4,0.6%,157,22.0%,116,16.3%,697,97.8%,91.8%
07X049,P.S. 049 Willis Avenue,2015-16,688,50,114,118,101,93,102,110,0,0,0,0,0,0,0,339,49.3%,349,50.7%,3,0.4%,202,29.4%,469,68.2%,9,1.3%,5,0.7%,172,25.0%,111,16.1%,671,97.5%,90.4%
07X049,P.S. 049 Willis Avenue,2016-17,662,53,100,105,119,97,84,104,0,0,0,0,0,0,0,321,48.5%,341,51.5%,2,0.3%,182,27.5%,465,70.2%,7,1.1%,6,0.9%,185,27.9%,107,16.2%,652,98.5%,91.0%
07X049,P.S. 049 Willis Avenue,2017-18,657,81,98,98,98,109,85,88,0,0,0,0,0,0,0,305,46.4%,352,53.6%,3,0.5%,168,25.6%,474,72.1%,7,1.1%,5,0.8%,190,28.9%,94,14.3%,637,97.0%,95.5%
07X049,P.S. 049 Willis Avenue,2018-19,650,84,83,89,102,100,105,87,0,0,0,0,0,0,0,308,47.4%,342,52.6%,2,0.3%,183,28.2%,451,69.4%,8,1.2%,6,0.9%,187,28.8%,88,13.5%,625,96.2%,94.5%
07X065,P.S. 065 Mother Hale Academy,2014-15,423,35,71,68,71,58,63,57,0,0,0,0,0,0,0,208,49.2%,215,50.8%,10,2.4%,138,32.6%,269,63.6%,3,0.7%,3,0.7%,100,23.6%,53,12.5%,418,98.8%,95.6%
07X065,P.S. 065 Mother Hale Academy,2015-16,436,36,74,76,73,68,57,52,0,0,0,0,0,0,0,218,50.0%,218,50.0%,11,2.5%,138,31.7%,279,64.0%,3,0.7%,5,1.1%,105,24.1%,53,12.2%,431,98.9%,95.2%
07X065,P.S. 065 Mother Hale Academy,2016-17,425,35,76,71,73,48,67,55,0,0,0,0,0,0,0,214,50.4%,211,49.6%,7,1.6%,152,35.8%,257,60.5%,3,0.7%,6,1.4%,93,21.9%,52,12.2%,423,99.5%,95.4%
07X065,P.S. 065 Mother Hale Academy,2017-18,395,35,63,59,66,63,48,61,0,0,0,0,0,0,0,204,51.6%,191,48.4%,7,1.8%,136,34.4%,239,60.5%,8,2.0%,5,1.3%,95,24.1%,45,11.4%,390,98.7%,98.2%
07X065,P.S. 065 Mother Hale Academy,2018-19,377,35,47,54,65,64,67,45,0,0,0,0,0,0,0,192,50.9%,185,49.1%,8,2.1%,114,30.2%,247,65.5%,5,1.3%,3,0.8%,93,24.7%,48,12.7%,366,97.1%,97.2%
07X151,J.H.S. 151 Lou Gehrig,2014-15,253,0,0,0,0,0,0,0,71,93,89,0,0,0,0,117,46.2%,136,53.8%,3,1.2%,69,27.3%,179,70.8%,1,0.4%,1,0.4%,70,27.7%,88,34.8%,236,93.3%,88.9%
07X151,J.H.S. 151 Lou Gehrig,2015-16,255,0,0,0,0,0,0,0,80,77,98,0,0,0,0,125,49.0%,130,51.0%,3,1.2%,72,28.2%,177,69.4%,1,0.4%,2,0.8%,69,27.1%,86,33.7%,248,97.3%,88.6%
07X151,J.H.S. 151 Lou Gehrig,2016-17,245,0,0,0,0,0,0,0,69,87,89,0,0,0,0,117,47.8%,128,52.2%,0,0.0%,68,27.8%,172,70.2%,0,0.0%,5,2.0%,68,27.8%,75,30.6%,239,97.6%,87.7%
07X151,J.H.S. 151 Lou Gehrig,2017-18,261,0,0,0,0,0,0,0,84,86,91,0,0,0,0,124,47.5%,137,52.5%,0,0.0%,70,26.8%,184,70.5%,1,0.4%,6,2.3%,69,26.4%,88,33.7%,259,99.2%,94.7%
07X151,J.H.S. 151 Lou Gehrig,2018-19,230,0,0,0,0,0,0,0,57,85,88,0,0,0,0,113,49.1%,117,50.9%,1,0.4%,57,24.8%,165,71.7%,1,0.4%,6,2.6%,63,27.4%,74,32.2%,222,96.5%,94.1%
07X154,P.S. 154 Jonathan D. Hyatt,2014-15,405,34,49,60,71,62,65,64,0,0,0,0,0,0,0,195,48.1%,210,51.9%,0,0.0%,152,37.5%,239,59.0%,5,1.2%,9,2.2%,79,19.5%,50,12.3%,391,96.5%,92.7%
07X154,P.S. 154 Jonathan D. Hyatt,2015-16,391,34,52,56,61,62,65,61,0,0,0,0,0,0,0,174,44.5%,217,55.5%,0,0.0%,158,40.4%,222,56.8%,6,1.5%,5,1.3%,89,22.8%,41,10.5%,375,95.9%,91.6%
07X154,P.S. 154 Jonathan D. Hyatt,2016-17,385,34,50,65,54,61,58,63,0,0,0,0,0,0,0,177,46.0%,208,54.0%,1,0.3%,156,40.5%,217,56.4%,4,1.0%,7,1.8%,84,21.8%,41,10.6%,377,97.9%,92.2%
07X154,P.S. 154 Jonathan D. Hyatt,2017-18,370,31,49,56,59,55,59,61,0,0,0,0,0,0,0,183,49.5%,187,50.5%,1,0.3%,150,40.5%,211,57.0%,4,1.1%,4,1.1%,85,23.0%,36,9.7%,362,97.8%,95.5%
07X154,P.S. 154 Jonathan D. Hyatt,2018-19,333,35,35,46,49,54,53,61,0,0,0,0,0,0,0,160,48.0%,173,52.0%,2,0.6%,137,41.1%,186,55.9%,5,1.5%,3,0.9%,71,21.3%,29,8.7%,324,97.3%,95.3%
07X157,P.S. 157 Grove Hill,2014-15,655,45,101,100,113,92,109,95,0,0,0,0,0,0,0,330,50.4%,325,49.6%,2,0.3%,201,30.7%,451,68.9%,1,0.2%,0,0.0%,110,16.8%,63,9.6%,625,95.4%,86.3%
07X157,P.S. 157 Grove Hill,2015-16,657,53,94,106,100,101,93,110,0,0,0,0,0,0,0,324,49.3%,333,50.7%,2,0.3%,200,30.4%,452,68.8%,2,0.3%,1,0.2%,151,23.0%,60,9.1%,630,95.9%,85.7%
07X157,P.S. 157 Grove Hill,2016-17,644,53,82,104,104,106,100,95,0,0,0,0,0,0,0,306,47.5%,338,52.5%,1,0.2%,207,32.1%,432,67.1%,3,0.5%,1,0.2%,136,21.1%,68,10.6%,615,95.5%,84.5%
07X157,P.S. 157 Grove Hill,2017-18,644,53,94,93,104,105,106,89,0,0,0,0,0,0,0,303,47.0%,341,53.0%,1,0.2%,202,31.4%,422,65.5%,17,2.6%,2,0.3%,139,21.6%,64,9.9%,619,96.1%,90.7%
07X157,P.S. 157 Grove Hill,2018-19,635,54,99,77,103,99,99,104,0,0,0,0,0,0,0,283,44.6%,352,55.4%,1,0.2%,176,27.7%,416,65.5%,40,6.3%,2,0.3%,130,20.5%,50,7.9%,603,95.0%,90.3%
07X161,P.S. 161 Juan Ponce De Leon School,2014-15,529,76,67,80,68,65,92,81,0,0,0,0,0,0,0,244,46.1%,285,53.9%,4,0.8%,119,22.5%,394,74.5%,2,0.4%,10,1.9%,131,24.8%,116,21.9%,518,97.9%,88.5%
07X161,P.S. 161 Juan Ponce De Leon School,2015-16,542,58,92,83,79,74,64,92,0,0,0,0,0,0,0,252,46.5%,290,53.5%,4,0.7%,123,22.7%,398,73.4%,4,0.7%,13,2.4%,147,27.1%,101,18.6%,516,95.2%,87.4%
07X161,P.S. 161 Juan Ponce De Leon School,2016-17,509,52,80,86,81,75,72,63,0,0,0,0,0,0,0,231,45.4%,278,54.6%,3,0.6%,110,21.6%,386,75.8%,3,0.6%,7,1.4%,138,27.1%,95,18.7%,479,94.1%,86.4%
07X161,P.S. 161 Juan Ponce De Leon School,2017-18,523,68,67,81,82,80,76,69,0,0,0,0,0,0,0,236,45.1%,287,54.9%,2,0.4%,123,23.5%,382,73.0%,7,1.3%,9,1.7%,152,29.1%,85,16.3%,503,96.2%,93.4%
07X161,P.S. 161 Juan Ponce De Leon School,2018-19,485,93,69,64,62,61,74,62,0,0,0,0,0,0,0,223,46.0%,262,54.0%,2,0.4%,97,20.0%,371,76.5%,6,1.2%,9,1.9%,126,26.0%,67,13.8%,473,97.5%,93.6%
07X179,P.S. 179,2014-15,397,36,67,58,66,62,55,53,0,0,0,0,0,0,0,193,48.6%,204,51.4%,1,0.3%,66,16.6%,321,80.9%,8,2.0%,1,0.3%,94,23.7%,137,34.5%,366,92.2%,87.9%
07X179,P.S. 179,2015-16,373,33,58,64,50,61,57,50,0,0,0,0,0,0,0,177,47.5%,196,52.5%,3,0.8%,56,15.0%,309,82.8%,5,1.3%,0,0.0%,84,22.5%,112,30.0%,365,97.9%,89.0%
07X179,P.S. 179,2016-17,357,36,50,63,53,48,57,50,0,0,0,0,0,0,0,171,47.9%,186,52.1%,3,0.8%,46,12.9%,299,83.8%,7,2.0%,2,0.6%,87,24.4%,105,29.4%,346,96.9%,89.2%
07X179,P.S. 179,2017-18,332,24,45,49,63,52,46,53,0,0,0,0,0,0,0,155,46.7%,177,53.3%,3,0.9%,50,15.1%,274,82.5%,3,0.9%,2,0.6%,74,22.3%,92,27.7%,323,97.3%,95.3%
07X179,P.S. 179,2018-19,311,33,22,48,45,62,52,49,0,0,0,0,0,0,0,152,48.9%,159,51.1%,3,1.0%,47,15.1%,254,81.7%,4,1.3%,3,1.0%,65,20.9%,67,21.5%,294,94.5%,93.3%
07X221,South Bronx Preparatory: A College Board School,2014-15,654,0,0,0,0,0,0,0,98,107,96,98,86,87,82,336,51.4%,318,48.6%,6,0.9%,168,25.7%,465,71.1%,7,1.1%,8,1.2%,158,24.2%,48,7.3%,633,96.8%,87.3%
07X221,South Bronx Preparatory: A College Board School,2015-16,654,0,0,0,0,0,0,0,92,98,105,94,91,87,87,330,50.5%,324,49.5%,8,1.2%,159,24.3%,471,72.0%,5,0.8%,11,1.7%,163,24.9%,53,8.1%,632,96.6%,87.7%
07X221,South Bronx Preparatory: A College Board School,2016-17,657,0,0,0,0,0,0,0,95,91,95,106,90,96,84,345,52.5%,312,47.5%,12,1.8%,153,23.3%,474,72.1%,7,1.1%,11,1.7%,166,25.3%,40,6.1%,633,96.3%,86.3%
07X221,South Bronx Preparatory: A College Board School,2017-18,659,0,0,0,0,0,0,0,81,100,96,97,92,106,87,359,54.5%,300,45.5%,10,1.5%,165,25.0%,468,71.0%,4,0.6%,12,1.8%,176,26.7%,48,7.3%,640,97.1%,93.7%
07X221,South Bronx Preparatory: A College Board School,2018-19,657,0,0,0,0,0,0,0,89,82,97,97,89,105,98,345,52.5%,312,47.5%,11,1.7%,162,24.7%,467,71.1%,5,0.8%,12,1.8%,172,26.2%,46,7.0%,619,94.2%,92.8%
07X223,The Laboratory School of Finance and Technology: X,2014-15,502,0,0,0,0,0,0,0,96,101,91,121,93,0,0,263,52.4%,239,47.6%,2,0.4%,106,21.1%,391,77.9%,0,0.0%,3,0.6%,109,21.7%,43,8.6%,487,97.0%,86.1%
07X223,The Laboratory School of Finance and Technology: X,2015-16,595,0,0,0,0,0,0,0,92,99,100,96,118,90,0,292,49.1%,303,50.9%,2,0.3%,118,19.8%,469,78.8%,2,0.3%,4,0.7%,135,22.7%,53,8.9%,573,96.3%,85.4%
07X223,The Laboratory School of Finance and Technology: X,2016-17,697,0,0,0,0,0,0,0,102,101,99,90,97,118,90,335,48.1%,362,51.9%,3,0.4%,128,18.4%,559,80.2%,2,0.3%,5,0.7%,150,21.5%,58,8.3%,678,97.3%,85.4%
07X223,The Laboratory School of Finance and Technology: X,2017-18,684,0,0,0,0,0,0,0,90,100,99,96,88,95,116,332,48.5%,352,51.5%,4,0.6%,122,17.8%,551,80.6%,2,0.3%,5,0.7%,147,21.5%,61,8.9%,666,97.4%,92.3%
07X223,The Laboratory School of Finance and Technology: X,2018-19,662,0,0,0,0,0,0,0,117,84,93,98,89,92,89,331,50.0%,331,50.0%,6,0.9%,110,16.6%,538,81.3%,3,0.5%,5,0.8%,132,19.9%,50,7.6%,629,95.0%,90.7%
07X224,P.S./I.S. 224,2014-15,362,0,0,0,0,0,0,0,127,116,119,0,0,0,0,173,47.8%,189,52.2%,0,0.0%,84,23.2%,267,73.8%,4,1.1%,7,1.9%,94,26.0%,110,30.4%,358,98.9%,90.3%
07X224,P.S./I.S. 224,2015-16,367,0,0,0,0,0,0,0,118,127,122,0,0,0,0,175,47.7%,192,52.3%,1,0.3%,90,24.5%,271,73.8%,2,0.5%,3,0.8%,94,25.6%,97,26.4%,359,97.8%,91.4%
07X224,P.S./I.S. 224,2016-17,389,0,0,0,0,0,0,0,131,127,131,0,0,0,0,170,43.7%,219,56.3%,1,0.3%,98,25.2%,285,73.3%,3,0.8%,2,0.5%,112,28.8%,84,21.6%,383,98.5%,90.1%
07X224,P.S./I.S. 224,2017-18,358,0,0,0,0,0,0,0,99,130,129,0,0,0,0,156,43.6%,202,56.4%,1,0.3%,94,26.3%,257,71.8%,1,0.3%,5,1.4%,98,27.4%,79,22.1%,355,99.2%,96.4%
07X224,P.S./I.S. 224,2018-19,328,0,0,0,0,0,0,0,99,94,135,0,0,0,0,147,44.8%,181,55.2%,1,0.3%,83,25.3%,238,72.6%,1,0.3%,5,1.5%,97,29.6%,63,19.2%,317,96.6%,94.8%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2014-15,231,0,0,0,0,0,0,0,0,0,0,117,114,0,0,157,68.0%,74,32.0%,5,2.2%,82,35.5%,136,58.9%,4,1.7%,4,1.7%,41,17.7%,26,11.3%,194,84.0%,81.2%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2015-16,343,0,0,0,0,0,0,0,0,0,0,123,112,108,0,244,71.1%,99,28.9%,4,1.2%,126,36.7%,202,58.9%,8,2.3%,3,0.9%,67,19.5%,35,10.2%,281,81.9%,79.0%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2016-17,455,0,0,0,0,0,0,0,0,0,0,119,125,108,103,326,71.6%,129,28.4%,5,1.1%,176,38.7%,260,57.1%,11,2.4%,3,0.7%,91,20.0%,48,10.5%,347,76.3%,78.0%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2017-18,496,0,0,0,0,0,0,0,0,0,0,116,120,117,143,359,72.4%,137,27.6%,7,1.4%,191,38.5%,287,57.9%,8,1.6%,3,0.6%,107,21.6%,51,10.3%,414,83.5%,86.5%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2018-19,530,0,0,0,0,0,0,0,0,0,0,112,121,114,183,374,70.6%,156,29.4%,8,1.5%,206,38.9%,303,57.2%,9,1.7%,4,0.8%,111,20.9%,53,10.0%,427,80.6%,86.7%
07X277,P.S. 277,2014-15,468,53,75,74,71,63,59,73,0,0,0,0,0,0,0,223,47.6%,245,52.4%,5,1.1%,110,23.5%,343,73.3%,7,1.5%,3,0.6%,87,18.6%,76,16.2%,441,94.2%,89.4%
07X277,P.S. 277,2015-16,444,29,73,78,66,74,60,64,0,0,0,0,0,0,0,219,49.3%,225,50.7%,2,0.5%,104,23.4%,327,73.6%,8,1.8%,3,0.7%,96,21.6%,73,16.4%,432,97.3%,91.3%
07X277,P.S. 277,2016-17,461,54,63,66,68,63,79,68,0,0,0,0,0,0,0,234,50.8%,227,49.2%,4,0.9%,112,24.3%,334,72.5%,9,2.0%,2,0.4%,92,20.0%,69,15.0%,449,97.4%,90.5%
07X277,P.S. 277,2017-18,488,72,72,75,58,76,64,71,0,0,0,0,0,0,0,227,46.5%,261,53.5%,5,1.0%,111,22.7%,359,73.6%,11,2.3%,2,0.4%,104,21.3%,73,15.0%,456,93.4%,93.9%
07X277,P.S. 277,2018-19,480,101,54,66,70,52,74,63,0,0,0,0,0,0,0,217,45.2%,263,54.8%,4,0.8%,111,23.1%,350,72.9%,10,2.1%,5,1.0%,99,20.6%,70,14.6%,435,90.6%,93.5%
07X296,South Bronx Academy for Applied Media,2014-15,349,0,0,0,0,0,0,0,120,114,115,0,0,0,0,182,52.1%,167,47.9%,2,0.6%,128,36.7%,213,61.0%,4,1.1%,2,0.6%,102,29.2%,43,12.3%,296,84.8%,90.2%
07X296,South Bronx Academy for Applied Media,2015-16,336,0,0,0,0,0,0,0,98,117,121,0,0,0,0,152,45.2%,184,54.8%,2,0.6%,113,33.6%,213,63.4%,5,1.5%,3,0.9%,99,29.5%,42,12.5%,279,83.0%,90.1%
07X296,South Bronx Academy for Applied Media,2016-17,296,0,0,0,0,0,0,0,101,87,108,0,0,0,0,149,50.3%,147,49.7%,2,0.7%,100,33.8%,187,63.2%,5,1.7%,2,0.7%,83,28.0%,37,12.5%,254,85.8%,90.4%
07X296,South Bronx Academy for Applied Media,2017-18,253,0,0,0,0,0,0,0,73,96,84,0,0,0,0,125,49.4%,128,50.6%,3,1.2%,83,32.8%,162,64.0%,3,1.2%,2,0.8%,83,32.8%,26,10.3%,237,93.7%,95.1%
07X296,South Bronx Academy for Applied Media,2018-19,231,0,0,0,0,0,0,0,74,66,91,0,0,0,0,114,49.4%,117,50.6%,4,1.7%,70,30.3%,153,66.2%,4,1.7%,0,0.0%,77,33.3%,36,15.6%,204,88.3%,92.6%
07X298,Academy of Public Relations,2014-15,352,0,0,0,0,0,0,0,96,135,121,0,0,0,0,166,47.2%,186,52.8%,2,0.6%,98,27.8%,248,70.5%,1,0.3%,3,0.9%,93,26.4%,83,23.6%,296,84.1%,88.6%
07X298,Academy of Public Relations,2015-16,312,0,0,0,0,0,0,0,83,99,130,0,0,0,0,142,45.5%,170,54.5%,1,0.3%,81,26.0%,226,72.4%,0,0.0%,4,1.3%,89,28.5%,71,22.8%,257,82.4%,88.1%
07X298,Academy of Public Relations,2016-17,256,0,0,0,0,0,0,0,90,72,94,0,0,0,0,116,45.3%,140,54.7%,0,0.0%,53,20.7%,198,77.3%,1,0.4%,4,1.6%,74,28.9%,72,28.1%,205,80.1%,86.9%
07X298,Academy of Public Relations,2017-18,247,0,0,0,0,0,0,0,82,85,80,0,0,0,0,120,48.6%,127,51.4%,1,0.4%,51,20.6%,189,76.5%,2,0.8%,4,1.6%,69,27.9%,69,27.9%,228,92.3%,94.4%
07X298,Academy of Public Relations,2018-19,266,0,0,0,0,0,0,0,85,91,90,0,0,0,0,128,48.1%,138,51.9%,0,0.0%,60,22.6%,200,75.2%,3,1.1%,3,1.1%,86,32.3%,78,29.3%,241,90.6%,94.7%
07X334,International Community High School,2014-15,463,0,0,0,0,0,0,0,0,0,0,115,127,116,105,211,45.6%,252,54.4%,30,6.5%,65,14.0%,355,76.7%,7,1.5%,6,1.3%,15,3.2%,398,86.0%,447,96.5%,95.3%
07X334,International Community High School,2015-16,470,0,0,0,0,0,0,0,0,0,0,89,167,100,114,203,43.2%,267,56.8%,25,5.3%,57,12.1%,373,79.4%,5,1.1%,10,2.1%,17,3.6%,360,76.6%,451,96.0%,94.7%
07X334,International Community High School,2016-17,443,0,0,0,0,0,0,0,0,0,0,92,153,111,87,193,43.6%,250,56.4%,19,4.3%,51,11.5%,360,81.3%,6,1.4%,7,1.6%,24,5.4%,379,85.6%,426,96.2%,96.9%
07X334,International Community High School,2017-18,436,0,0,0,0,0,0,0,0,0,0,117,129,113,77,205,47.0%,231,53.0%,19,4.4%,65,14.9%,337,77.3%,8,1.8%,7,1.6%,26,6.0%,371,85.1%,423,97.0%,99.6%
07X334,International Community High School,2018-19,425,0,0,0,0,0,0,0,0,0,0,146,114,82,83,201,47.3%,224,52.7%,18,4.2%,68,16.0%,320,75.3%,9,2.1%,10,2.4%,28,6.6%,346,81.4%,415,97.6%,98.7%
07X343,Academy of Applied Mathematics and Technology,2014-15,306,0,0,0,0,0,0,0,101,104,101,0,0,0,0,141,46.1%,165,53.9%,3,1.0%,77,25.2%,222,72.5%,2,0.7%,2,0.7%,82,26.8%,33,10.8%,255,83.3%,88.2%
07X343,Academy of Applied Mathematics and Technology,2015-16,304,0,0,0,0,0,0,0,95,105,104,0,0,0,0,148,48.7%,156,51.3%,2,0.7%,80,26.3%,220,72.4%,0,0.0%,2,0.7%,75,24.7%,30,9.9%,286,94.1%,87.8%
07X343,Academy of Applied Mathematics and Technology,2016-17,302,0,0,0,0,0,0,0,103,97,102,0,0,0,0,136,45.0%,166,55.0%,2,0.7%,80,26.5%,216,71.5%,2,0.7%,2,0.7%,72,23.8%,27,8.9%,286,94.7%,88.6%
07X343,Academy of Applied Mathematics and Technology,2017-18,300,0,0,0,0,0,0,0,101,103,96,0,0,0,0,131,43.7%,169,56.3%,2,0.7%,85,28.3%,207,69.0%,2,0.7%,4,1.3%,74,24.7%,35,11.7%,290,96.7%,94.2%
07X343,Academy of Applied Mathematics and Technology,2018-19,307,0,0,0,0,0,0,0,106,103,98,0,0,0,0,124,40.4%,183,59.6%,6,2.0%,87,28.3%,209,68.1%,2,0.7%,3,1.0%,84,27.4%,36,11.7%,285,92.8%,93.1%
07X359,Concourse Village Elementary School,2014-15,275,35,73,61,54,52,0,0,0,0,0,0,0,0,0,122,44.4%,153,55.6%,1,0.4%,92,33.5%,172,62.5%,3,1.1%,7,2.5%,58,21.1%,67,24.4%,275,100.0%,85.8%
07X359,Concourse Village Elementary School,2015-16,303,33,68,63,54,38,47,0,0,0,0,0,0,0,0,138,45.5%,165,54.5%,1,0.3%,99,32.7%,188,62.0%,6,2.0%,9,3.0%,67,22.1%,70,23.1%,291,96.0%,82.9%
07X359,Concourse Village Elementary School,2016-17,342,32,55,68,56,45,41,45,0,0,0,0,0,0,0,160,46.8%,182,53.2%,1,0.3%,110,32.2%,220,64.3%,3,0.9%,8,2.3%,75,21.9%,65,19.0%,326,95.3%,80.0%
07X359,Concourse Village Elementary School,2017-18,356,33,60,49,64,61,49,40,0,0,0,0,0,0,0,174,48.9%,182,51.1%,3,0.8%,115,32.3%,226,63.5%,4,1.1%,8,2.2%,77,21.6%,61,17.1%,318,89.3%,84.3%
07X359,Concourse Village Elementary School,2018-19,346,29,52,50,53,57,61,44,0,0,0,0,0,0,0,164,47.4%,182,52.6%,6,1.7%,114,32.9%,219,63.3%,1,0.3%,6,1.7%,66,19.1%,32,9.2%,297,85.8%,82.3%
07X369,Young Leaders Elementary School,2014-15,270,24,45,45,42,29,38,47,0,0,0,0,0,0,0,131,48.5%,139,51.5%,0,0.0%,37,13.7%,230,85.2%,0,0.0%,3,1.1%,87,32.2%,123,45.6%,269,99.6%,91.8%
07X369,Young Leaders Elementary School,2015-16,253,24,39,39,48,39,27,37,0,0,0,0,0,0,0,120,47.4%,133,52.6%,0,0.0%,45,17.8%,206,81.4%,0,0.0%,2,0.8%,83,32.8%,119,47.0%,250,98.8%,91.1%
07X369,Young Leaders Elementary School,2016-17,237,24,29,38,39,44,35,28,0,0,0,0,0,0,0,114,48.1%,123,51.9%,0,0.0%,41,17.3%,192,81.0%,2,0.8%,2,0.8%,72,30.4%,107,45.1%,231,97.5%,91.0%
07X369,Young Leaders Elementary School,2017-18,261,41,37,30,36,34,43,40,0,0,0,0,0,0,0,120,46.0%,141,54.0%,0,0.0%,50,19.2%,203,77.8%,4,1.5%,4,1.5%,88,33.7%,97,37.2%,255,97.7%,96.0%
07X369,Young Leaders Elementary School,2018-19,252,43,28,35,33,38,34,41,0,0,0,0,0,0,0,116,46.0%,136,54.0%,0,0.0%,39,15.5%,206,81.7%,3,1.2%,4,1.6%,81,32.1%,83,32.9%,245,97.2%,94.8%
07X379,Jill Chaifetz Transfer High School,2014-15,190,0,0,0,0,0,0,0,0,0,0,20,46,58,66,121,63.7%,69,36.3%,2,1.1%,60,31.6%,122,64.2%,2,1.1%,4,2.1%,35,18.4%,10,5.3%,135,71.1%,78.4%
07X379,Jill Chaifetz Transfer High School,2015-16,199,0,0,0,0,0,0,0,0,0,0,10,58,55,76,117,58.8%,82,41.2%,1,0.5%,71,35.7%,123,61.8%,2,1.0%,2,1.0%,50,25.1%,13,6.5%,131,65.8%,76.1%
07X379,Jill Chaifetz Transfer High School,2016-17,216,0,0,0,0,0,0,0,0,0,0,25,76,58,57,133,61.6%,83,38.4%,3,1.4%,74,34.3%,135,62.5%,3,1.4%,1,0.5%,56,25.9%,21,9.7%,153,70.8%,80.4%
07X379,Jill Chaifetz Transfer High School,2017-18,218,0,0,0,0,0,0,0,0,0,0,29,75,55,59,115,52.8%,103,47.2%,3,1.4%,76,34.9%,135,61.9%,2,0.9%,2,0.9%,59,27.1%,20,9.2%,189,86.7%,91.5%
