DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
17K537,High School For Youth And Community Development At Erasmus,39%,68%,81%,3.80,3.54,3.89,3.92,3.58,3.54
17K539,High School For Service & Learning At Erasmus,18%,92%,62%,N/A,N/A,N/A,3.24,N/A,2.87
17K543,"Science, Technology And Research Early College High School At Erasmus",82%,94%,87%,4.64,4.55,4.10,4.14,4.91,4.12
17K546,High School For Public Service: Heroes Of Tomorrow,46%,93%,90%,3.58,4.10,3.57,3.39,2.75,3.53
17K547,Brooklyn Academy Of Science And The Environment,23%,93%,86%,3.09,2.44,3.85,3.55,3.15,3.09
17K548,Brooklyn School For Music & Theatre,54%,87%,68%,3.70,4.12,3.03,3.02,3.74,4.08
17K568,Brownsville Academy High School,41%,83%,64%,3.94,3.25,3.29,3.62,4.00,3.33
17K590,Medgar Evers College Preparatory School,46%,34%,49%,3.41,4.04,4.16,3.01,4.35,3.53
17K600,Clara Barton High School,19%,76%,67%,2.96,3.14,2.52,2.94,2.00,2.06
17K705,Brooklyn Arts And Science Elementary School,57%,78%,N/A,2.82,3.40,3.54,3.88,4.05,3.48
17K722,New Heights Middle School,57%,80%,88%,3.00,3.53,3.08,2.99,3.18,3.46
17K745,Brooklyn Institute For Liberal Arts,74%,90%,97%,3.69,3.91,3.89,4.48,3.77,3.75
17K751,Academy For Health Careers,12%,77%,65%,3.75,3.10,2.59,2.28,2.85,2.86
17K770,P.S. 770 New American Academy,60%,86%,N/A,4.49,4.71,4.04,3.70,4.05,3.86
18K066,P.S. 66,51%,95%,94%,3.13,3.35,3.36,2.93,2.50,2.55
18K068,I.S. 068 Isaac Bildersee,32%,90%,83%,3.84,3.81,3.65,2.80,3.05,3.78
18K114,P.S. 114 Ryder Elementary,43%,54%,N/A,3.59,3.66,3.49,3.51,2.56,3.67
18K115,P.S. 115 Daniel Mucatel School,41%,98%,N/A,3.85,3.79,3.25,3.72,3.83,3.90
18K135,P.S. 135 Sheldon A. Brookner,56%,72%,N/A,3.06,3.14,3.29,3.74,2.97,3.05
18K208,P.S. 208 Elsa Ebeling,59%,76%,N/A,3.51,3.23,3.18,3.24,3.09,3.32
18K211,I.S. 211 John Wilson,23%,86%,92%,3.34,3.32,3.88,3.12,3.03,3.12
18K219,P.S. 219 Kennedy-King,53%,33%,N/A,3.36,2.91,3.10,2.84,2.65,3.18
18K233,P.S. 233 Langston Hughes,33%,97%,N/A,4.01,4.41,3.61,2.87,2.86,4.44
18K235,P.S. 235 Janice Marie Knight School,36%,66%,93%,2.88,3.94,3.59,3.08,2.50,3.55
18K244,P.S. 244 Richard R. Green,20%,65%,N/A,2.65,1.50,3.03,2.19,3.40,2.25
18K268,P.S. 268 Emma Lazarus,39%,52%,N/A,3.54,3.82,3.32,3.29,2.97,4.40
18K272,P.S. 272 Curtis Estabrook,45%,86%,N/A,3.50,3.50,3.44,2.87,2.65,3.10
18K276,P.S. 276 Louis Marshall,60%,76%,N/A,3.81,3.67,3.23,3.47,2.65,3.64
18K279,P.S. 279 Herman Schreiber,47%,66%,N/A,3.17,3.16,3.47,3.58,3.94,3.23
18K285,I.S. 285 Meyer Levin,57%,96%,93%,4.05,3.61,3.73,3.01,3.05,3.84
18K366,The Science And Medicine Middle School,58%,84%,100%,3.07,3.53,2.48,2.67,2.96,2.64
18K563,It Takes A Village Academy,42%,100%,83%,4.46,4.20,4.17,3.88,4.34,3.13
18K566,Brooklyn Generation School,40%,100%,78%,N/A,N/A,N/A,4.32,N/A,3.94
18K567,Brooklyn Theatre Arts High School,23%,100%,89%,2.88,2.37,3.31,2.41,2.47,2.51
18K569,Kurt Hahn Expeditionary Learning School,24%,58%,79%,4.28,3.89,3.82,3.80,3.29,3.42
18K576,Victory Collegiate High School,14%,83%,52%,3.82,2.99,4.16,3.14,2.82,2.56
18K578,Brooklyn Bridge Academy,65%,78%,73%,3.90,2.97,3.24,3.31,3.84,2.92
18K581,East Flatbush Community Research School,80%,100%,98%,N/A,N/A,N/A,3.90,N/A,2.68
18K588,Middle School For Art And Philosophy,52%,95%,98%,4.28,3.75,3.86,2.94,2.93,3.46
18K589,Arts & Media Preparatory Academy,43%,100%,91%,N/A,N/A,N/A,N/A,N/A,N/A
18K598,Middle School Of Marketing And Legal Studies,58%,82%,95%,N/A,N/A,N/A,2.84,N/A,2.70
18K617,High School For Innovation In Advertising And Media,8%,50%,62%,3.28,3.88,3.40,2.64,N/A,N/A
18K629,Cultural Academy For The Arts And Sciences,27%,100%,81%,N/A,N/A,N/A,3.41,N/A,3.27
18K633,High School For Medical Professions,8%,85%,77%,3.53,3.90,3.85,2.99,3.33,3.70
18K635,Olympus Academy,23%,100%,71%,3.59,4.06,2.61,2.91,2.64,4.07
18K637,Academy For Conservation And The Environment,72%,95%,83%,3.83,4.60,3.56,3.33,4.99,4.20
18K642,Urban Action Academy,35%,100%,79%,N/A,N/A,N/A,3.00,N/A,3.03
18K673,East Brooklyn Community High School,25%,100%,63%,4.74,4.69,4.08,4.18,3.55,4.13
18K763,Brooklyn Science And Engineering Academy,60%,100%,96%,4.09,4.90,4.54,4.12,4.46,4.74
18K922,South Shore Educational Complex Yabc,39%,68%,58%,4.53,4.78,4.41,3.29,4.14,4.37
19K007,P.S. 007 Abraham Lincoln,88%,95%,N/A,3.33,3.36,3.24,3.35,3.51,3.23
19K013,P.S. 013 Roberto Clemente,58%,97%,N/A,2.68,2.58,3.14,2.70,2.98,2.33
19K065,P.S. 065,100%,100%,N/A,4.59,4.27,4.42,3.80,3.72,4.42
19K089,P.S. 089 Cypress Hills,78%,100%,99%,4.13,3.16,3.20,3.78,3.72,3.35
19K108,P.S. 108 Sal Abbracciamento,69%,99%,N/A,4.51,4.06,4.69,4.38,3.41,3.87
19K149,P.S. 149 Danny Kaye,64%,56%,N/A,4.15,4.10,4.31,3.30,2.98,3.48
19K158,P.S. 158 Warwick,47%,82%,N/A,3.64,3.85,3.58,3.83,3.51,3.75
19K159,P.S. 159 Isaac Pitkin,68%,100%,N/A,4.90,4.33,4.13,3.73,3.30,4.14
19K171,I.S. 171 Abraham Lincoln,76%,100%,99%,N/A,N/A,N/A,3.72,N/A,3.92
19K190,P.S. 190 Sheffield,36%,93%,N/A,3.88,3.85,3.58,2.97,3.64,4.27
19K202,P.S. 202 Ernest S. Jenkyns,74%,62%,N/A,2.68,1.80,2.77,2.24,2.23,2.27
19K213,P.S. 213 New Lots,27%,70%,N/A,2.54,1.90,2.75,2.26,1.38,1.55
19K214,P.S. 214 Michael Friedsam,64%,91%,N/A,3.38,2.70,2.88,3.09,3.40,3.54
19K218,J.H.S. 218 James P. Sinnott,34%,100%,93%,3.49,3.20,2.76,2.34,2.82,3.50
19K224,P.S. 224 Hale A. Woodruff,55%,39%,N/A,4.01,3.70,3.29,3.28,3.82,3.56
19K273,P.S. 273 Wortman,41%,97%,N/A,3.51,3.45,3.23,3.05,2.86,3.34
19K290,P.S. 290 Juan Morel Campos,20%,43%,N/A,3.31,2.83,3.92,2.94,2.66,2.28
19K292,J.H.S. 292 Margaret S. Douglas,53%,95%,96%,3.90,3.43,3.18,2.56,2.13,3.10
19K306,P.S. 306 Ethan Allen,26%,88%,98%,N/A,N/A,N/A,2.71,N/A,2.86
19K311,Essence School,60%,91%,96%,N/A,N/A,N/A,N/A,N/A,N/A
19K325,The Fresh Creek School,49%,76%,N/A,2.56,3.25,3.06,3.60,2.86,3.06
19K328,P.S. 328 Phyllis Wheatley,100%,85%,N/A,N/A,N/A,N/A,3.38,N/A,4.07
19K345,P.S. 345 Patrolman Robert Bolden,55%,80%,N/A,N/A,N/A,N/A,2.37,N/A,2.59
19K346,P.S. 346 Abe Stark,54%,80%,N/A,3.74,3.00,2.76,3.28,2.97,3.95
19K364,I.S. 364 Gateway,59%,96%,96%,3.54,4.13,3.35,2.43,3.01,3.34
19K404,Academy For Young Writers,17%,82%,61%,4.06,3.31,4.39,3.24,3.76,3.63
19K409,East New York Family Academy,28%,40%,88%,3.56,3.70,2.74,3.18,3.54,3.55
19K422,Spring Creek Community School,47%,100%,89%,4.55,4.51,3.81,3.62,3.57,4.02
19K431,Thomas Jefferson Yabc,7%,43%,50%,4.23,3.08,4.59,3.11,N/A,N/A
19K452,Frederick Douglass Academy Viii Middle School,98%,88%,98%,4.50,4.64,4.27,3.75,4.43,3.95
19K501,Franklin K. Lane Campus Yabc,2%,73%,55%,4.09,4.05,4.33,3.88,N/A,N/A
19K502,Fdny - Captain Vernon A. Richards High School For Fire And Life Safety,38%,86%,90%,2.84,2.74,3.20,2.71,4.69,2.93
19K504,High School For Civil Rights,12%,80%,68%,2.72,2.74,2.52,2.84,3.44,3.09
19K507,Performing Arts And Technology High School,28%,70%,74%,3.48,3.92,3.19,3.60,2.73,3.61
19K510,World Academy For Total Community Health High School,25%,100%,93%,3.35,3.56,2.09,2.87,2.85,3.50
19K557,Brooklyn Gardens Elementary School,63%,93%,N/A,3.79,4.28,3.84,3.82,4.15,4.18
19K583,Multicultural High School,51%,100%,90%,N/A,N/A,N/A,4.53,N/A,4.42
19K615,Transit Tech Career And Technical Education High School,17%,76%,73%,3.06,3.27,2.95,3.42,2.51,3.29
19K618,Academy Of Innovative Technology,18%,85%,72%,4.39,4.14,4.28,4.11,3.76,4.30
19K639,Brooklyn Lab School,6%,88%,68%,2.90,3.27,2.36,2.45,3.84,3.18
19K654,Van Siclen Community Middle School,38%,89%,91%,3.93,4.79,3.55,3.28,3.72,4.00
19K659,Cypress Hills Collegiate Preparatory School,32%,95%,81%,N/A,N/A,N/A,4.21,N/A,3.65
19K660,W. H. Maxwell Career And Technical Education High School,68%,85%,84%,3.68,4.01,3.07,2.63,2.38,3.52
19K661,Vista Academy,59%,100%,96%,3.60,4.08,3.65,3.63,3.49,3.11
19K662,Liberty Avenue Middle School,62%,93%,95%,3.74,3.83,4.40,3.67,4.03,4.22
19K663,School Of The Future Brooklyn,50%,94%,92%,N/A,N/A,N/A,3.40,N/A,2.60
19K677,East New York Elementary School Of Excellence,32%,71%,N/A,3.02,2.84,3.16,1.93,2.65,3.55
19K678,East New York Middle School Of Excellence,97%,92%,89%,3.58,3.81,2.98,3.16,4.28,3.85
19K683,"The School For Classics: An Academy Of Thinkers, Writers And Performers",23%,96%,88%,4.32,3.77,3.40,3.41,3.28,3.62
19K760,Highland Park Community School,60%,100%,96%,3.32,3.44,2.89,2.81,2.59,3.89
19K764,The Urban Assembly School For Collaborative Healthcare,41%,95%,76%,3.46,3.81,2.80,2.87,3.89,3.44
20K030,P.S./I.S. 30 Mary White Ovington,61%,90%,88%,4.00,2.82,4.02,3.42,3.64,3.69
20K048,P.S. 048 Mapleton,90%,98%,N/A,4.06,3.30,2.89,3.46,2.87,3.67
20K062,J.H.S. 062 Ditmas,64%,90%,98%,3.56,3.76,3.58,3.51,2.61,3.74
20K069,P.S. 69 Vincent D. Grippo School,100%,90%,N/A,4.81,4.59,4.71,4.35,3.55,4.55
20K102,P.S. 102 The Bayview,82%,84%,N/A,4.47,3.61,4.65,4.09,3.72,4.08
20K104,P.S./I.S. 104 The Fort Hamilton School,95%,95%,99%,4.50,3.92,4.24,3.65,3.43,3.74
20K105,P.S. 105 The Blythebourne,93%,98%,N/A,4.12,3.67,3.77,4.20,3.30,3.83
20K112,P.S. 112 Lefferts Park,96%,98%,N/A,4.72,4.37,4.69,3.81,3.94,4.29
20K127,P.S. 127 Mckinley Park,90%,100%,N/A,4.67,4.58,4.00,4.03,4.18,4.41
20K160,P.S. 160 William T. Sampson,100%,89%,N/A,4.58,4.53,3.95,4.22,3.69,4.50
20K163,P.S. 163 Bath Beach,58%,64%,96%,3.54,3.81,4.23,3.54,3.08,3.79
20K164,P.S. 164 Caesar Rodney,96%,98%,N/A,4.70,4.26,4.07,4.47,3.51,3.74
20K170,Ralph A. Fabrizio School,96%,100%,N/A,4.78,4.85,4.53,4.67,4.23,4.69
20K176,P.S. 176 Ovington,98%,93%,N/A,4.71,4.43,4.77,4.42,3.87,4.30
20K179,P.S. 179 Kensington,76%,73%,N/A,3.59,3.91,3.16,3.52,3.09,3.85
20K180,The Seeall Academy,61%,92%,100%,4.57,4.36,3.91,3.99,2.80,4.20
20K185,P.S. 185 Walter Kassenbrock,97%,100%,N/A,4.58,3.92,4.02,4.11,3.51,3.54
20K186,P.S. 186 Dr. Irving A Gladstone,82%,97%,N/A,3.96,3.23,4.15,3.49,3.41,3.46
20K187,The Christa Mcauliffe School\I.S. 187,59%,81%,100%,4.61,4.58,4.78,4.34,3.68,4.07
20K192,P.S. 192 - The Magnet School For Math And Science Inquiry,76%,73%,99%,4.28,3.70,4.18,3.69,3.32,3.45
20K200,P.S. 200 Benson School,57%,62%,N/A,3.78,2.80,4.53,3.65,2.87,3.69
20K201,J.H.S. 201 The Dyker Heights,89%,99%,98%,4.55,4.07,4.27,4.01,2.87,3.95
20K204,P.S. 204 Vince Lombardi,88%,86%,N/A,4.54,4.14,4.00,4.21,3.72,3.95
20K205,P.S. 205 Clarion,55%,53%,N/A,3.40,2.07,4.19,3.54,2.98,2.50
20K220,J.H.S. 220 John J. Pershing,51%,86%,93%,3.07,3.28,2.56,2.99,1.47,2.89
20K223,J.H.S. 223 The Montauk,57%,87%,97%,4.25,3.98,3.76,3.67,2.34,3.51
20K227,J.H.S. 227 Edward B. Shallow,34%,96%,97%,2.76,4.15,2.66,3.27,2.13,3.88
20K229,P.S. 229 Dyker,79%,72%,100%,3.56,3.62,4.60,3.69,3.68,3.65
20K247,P.S. 247 Brooklyn,60%,72%,N/A,4.19,3.29,4.61,3.45,3.20,3.78
20K259,J.H.S. 259 William Mckinley,94%,98%,97%,4.69,4.27,4.66,3.74,2.53,3.78
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,97%,86%,N/A,3.16,2.94,3.87,4.09,3.62,3.19
20K310,The School For Future Leaders,89%,93%,N/A,4.89,4.88,4.45,4.46,4.29,4.84
20K445,New Utrecht High School,1%,70%,1%,2.74,3.75,3.13,N/A,2.51,3.05
20K485,High School Of Telecommunication Arts And Technology,23%,94%,80%,N/A,N/A,N/A,4.15,N/A,4.04
20K490,Fort Hamilton High School,35%,88%,83%,N/A,N/A,N/A,3.64,N/A,2.80
20K503,P.S. 503: The School Of Discovery,93%,100%,N/A,4.36,3.89,4.45,3.76,3.51,3.79
20K505,Franklin Delano Roosevelt High School,32%,94%,72%,N/A,N/A,N/A,3.39,N/A,2.52
20K506,P.S. 506: The School Of Journalism & Technology,71%,97%,N/A,4.09,3.49,3.95,3.93,3.30,3.65
20K609,Urban Assembly School For Criminal Justice,52%,96%,93%,3.68,4.08,4.40,3.66,2.79,3.50
20K658,Franklin Delano Roosevelt Yabc,4%,47%,36%,2.94,3.13,3.78,3.52,N/A,N/A
20K682,The Academy Of Talented Scholars,90%,94%,N/A,4.73,4.25,4.03,4.11,4.36,4.14
20K686,Brooklyn School Of Inquiry,47%,97%,97%,3.90,3.25,4.44,3.57,3.53,3.13
20K748,P.S. 748 Brooklyn School For Global Scholars,98%,100%,N/A,4.77,4.43,4.88,4.19,3.94,4.24
20K971,"School Of Math, Science, And Healthy Living",96%,76%,N/A,2.67,2.85,2.56,3.93,2.76,2.94
21K090,P.S. 90 Edna Cohen School,81%,76%,N/A,3.55,3.88,3.30,3.68,3.72,3.64
21K095,P.S. 095 The Gravesend,76%,100%,100%,4.75,4.55,4.50,4.29,4.13,4.15
21K096,I.S. 096 Seth Low,81%,98%,96%,4.56,4.27,3.44,3.65,2.75,3.73
21K097,P.S. 97 The Highlawn,83%,88%,N/A,3.83,4.61,3.89,3.78,3.41,4.10
21K098,I.S. 98 Bay Academy,87%,89%,87%,4.85,4.50,4.83,3.98,2.97,4.16
21K099,P.S. 099 Isaac Asimov,53%,97%,99%,4.09,4.58,4.21,3.70,3.33,4.40
21K100,P.S. 100 The Coney Island School,81%,96%,N/A,4.82,4.38,3.75,3.74,3.20,3.96
21K101,P.S. 101 The Verrazano,88%,86%,N/A,4.58,4.64,4.35,4.08,3.55,4.47
21K121,P.S. 121 Nelson A. Rockefeller,60%,88%,100%,4.60,4.41,4.35,4.08,3.78,3.73
21K128,P.S. 128 Bensonhurst,86%,79%,N/A,3.70,4.28,3.86,3.79,2.87,3.63
21K153,P.S. 153 Homecrest,84%,76%,N/A,4.12,2.79,3.57,3.10,2.44,2.79
21K177,P.S. 177 The Marlboro,79%,94%,N/A,3.90,4.44,3.56,3.79,3.09,4.09
21K188,P.S. 188 Michael E. Berdy,44%,84%,N/A,2.78,2.77,1.93,1.77,2.34,2.91
21K199,P.S. 199 Frederick Wachtel,73%,71%,N/A,4.07,3.38,4.62,3.48,2.87,3.11
21K209,P.S. 209 Margaret Mead,85%,83%,98%,3.79,3.56,3.83,3.46,3.08,3.88
21K212,P.S. 212 Lady Deborah Moody,64%,85%,N/A,4.38,3.79,4.77,3.82,3.30,3.51
21K215,P.S. 215 Morris H. Weiss,67%,79%,N/A,4.77,4.54,4.23,3.73,3.72,4.13
21K216,P.S. 216 Arturo Toscanini,88%,93%,N/A,N/A,N/A,N/A,3.08,N/A,3.77
21K225,P.S. K225 - The Eileen E. Zaglin,77%,80%,97%,N/A,N/A,N/A,2.25,N/A,2.73
21K226,P.S. 226 Alfred De B.Mason,65%,96%,99%,3.82,4.23,4.19,3.54,3.33,4.08
21K228,I.S. 228 David A. Boody,65%,79%,99%,N/A,N/A,N/A,3.50,N/A,3.74
21K238,P.S. 238 Anne Sullivan,56%,89%,94%,3.26,3.25,4.04,3.46,2.87,3.34
21K239,Mark Twain I.S. 239 For The Gifted & Talented,80%,97%,97%,4.37,3.86,3.98,3.78,3.09,3.67
21K253,P.S. 253,99%,93%,N/A,4.94,4.79,4.99,4.58,3.83,4.57
21K281,I.S. 281 Joseph B Cavallaro,38%,92%,97%,3.66,3.14,3.08,2.83,2.13,2.57
21K288,P.S. 288 The Shirley Tanyhill,27%,33%,74%,3.81,3.54,3.28,2.79,3.20,3.06
21K303,I.S. 303 Herbert S. Eisenberg,86%,78%,98%,3.15,1.93,3.66,3.13,2.30,2.74
21K329,P.S. 329 Surfside,76%,80%,N/A,2.60,1.57,3.67,2.51,2.87,2.47
21K337,International High School At Lafayette,52%,93%,89%,3.62,4.09,3.56,3.55,3.19,4.14
21K344,Rachel Carson High School For Coastal Studies,63%,97%,91%,3.17,3.01,3.38,3.37,2.41,3.47
21K348,High School Of Sports Management,11%,59%,75%,N/A,N/A,N/A,2.61,N/A,3.22
21K410,Abraham Lincoln High School,21%,95%,82%,N/A,N/A,N/A,3.59,N/A,2.96
21K411,Abraham Lincoln Yabc,13%,94%,43%,4.42,4.28,3.92,4.15,4.05,4.05
21K468,Kingsborough Early College School,39%,100%,90%,4.70,4.73,4.72,3.25,3.66,4.06
21K525,Edward R. Murrow High School,15%,92%,87%,4.07,3.49,3.44,3.66,2.68,3.51
21K540,John Dewey High School,41%,85%,73%,N/A,N/A,N/A,3.69,N/A,3.17
21K559,Life Academy High School For Film And Music,10%,96%,37%,3.90,3.08,3.79,3.37,2.64,2.59
21K572,Expeditionary Learning School For Community Leaders,48%,100%,85%,4.65,4.61,4.42,3.56,3.86,4.39
21K620,William E. Grady Career And Technical Education High School,30%,100%,70%,3.18,3.74,2.56,2.99,3.03,3.77
21K690,Brooklyn Studio Secondary School,36%,68%,87%,3.74,3.59,3.35,3.06,2.26,3.26
21K728,Liberation Diploma Plus,98%,57%,15%,4.28,4.51,3.97,N/A,3.83,4.80
22K014,J.H.S. 014 Shell Bank,44%,96%,98%,3.93,4.25,3.87,3.11,2.62,3.61
22K052,P.S. 052 Sheepshead Bay,46%,95%,N/A,4.72,4.46,3.65,3.78,3.09,4.28
22K078,J.H.S. 078 Roy H. Mann,22%,91%,96%,4.01,4.19,4.23,4.05,4.03,4.47
22K109,P.S. 109,45%,75%,95%,2.13,2.52,2.15,2.82,2.76,2.55
22K119,P.S. 119 Amersfort,56%,94%,N/A,4.01,4.40,3.25,4.17,3.29,4.41
22K134,P.S. K134,97%,89%,N/A,4.78,4.44,4.86,4.25,3.51,4.41
22K139,P.S. 139 Alexine A. Fenty,43%,85%,N/A,2.80,2.73,2.85,3.04,3.20,2.62
22K152,School Of Science & Technology,48%,40%,N/A,4.45,3.77,4.49,3.51,3.40,4.10
22K193,P.S. 193 Gil Hodges,68%,93%,N/A,3.39,2.84,3.81,3.22,3.08,3.96
22K194,P.S. 194 Raoul Wallenberg,43%,95%,N/A,N/A,N/A,N/A,3.14,N/A,4.26
22K195,P.S. 195 Manhattan Beach,87%,86%,N/A,3.93,2.28,4.32,3.05,3.51,2.97
22K197,P.S. 197 - The Kings Highway Academy,63%,94%,N/A,3.89,4.10,4.33,3.63,3.72,4.29
22K198,P.S. 198 Brooklyn,42%,89%,N/A,3.37,4.04,3.35,3.03,3.71,3.89
22K203,P.S. 203 Floyd Bennett School,42%,69%,N/A,3.91,3.29,3.41,3.25,3.62,3.94
22K206,P.S. 206 Joseph F Lamb,45%,87%,99%,4.38,3.87,3.72,3.47,3.62,3.53
22K207,P.S. 207 Elizabeth G. Leary,67%,75%,98%,4.19,3.59,3.44,3.62,3.64,3.33
22K217,P.S. 217 Colonel David Marcus School,90%,78%,N/A,3.63,3.88,4.28,3.88,3.62,4.08
22K222,P.S. 222 Katherine R. Snyder,74%,90%,N/A,3.56,3.55,3.86,3.83,4.05,4.04
22K234,J.H.S. 234 Arthur W. Cunningham,56%,96%,95%,4.34,4.08,3.83,3.43,3.51,3.34
22K236,P.S. 236 Mill Basin,73%,100%,N/A,4.66,4.09,4.03,3.74,4.05,4.36
22K240,Andries Hudde,27%,93%,95%,2.40,2.76,2.56,2.29,3.09,3.01
22K245,P.S. 245,89%,100%,N/A,4.03,3.86,3.66,4.58,3.62,3.18
22K251,P.S. 251 Paerdegat,64%,98%,N/A,2.79,2.74,3.25,2.74,2.97,2.79
22K254,P.S. 254 Dag Hammarskjold,79%,87%,N/A,3.36,3.46,3.38,3.23,3.71,4.24
22K255,P.S. 255 Barbara Reing School,55%,89%,N/A,4.46,3.55,3.76,3.68,3.62,3.92
22K269,P.S. 269 Nostrand,52%,96%,N/A,2.35,1.63,2.16,3.02,2.13,2.35
22K277,P.S. 277 Gerritsen Beach,92%,97%,N/A,4.75,4.12,3.44,3.33,4.04,4.50
22K278,J.H.S. 278 Marine Park,54%,92%,96%,4.26,3.44,4.27,3.14,3.28,2.95
22K312,P.S. 312 Bergen Beach,63%,92%,N/A,3.65,3.26,4.69,3.60,3.62,3.63
22K315,P.S. K315,51%,81%,N/A,2.94,2.46,3.21,3.27,3.08,2.80
22K326,P.S. 326,58%,95%,N/A,4.84,4.77,4.60,4.49,3.72,4.63
22K361,P.S. 361 East Flatbush Early Childhood School,68%,76%,N/A,N/A,N/A,N/A,2.18,N/A,2.60
22K381,I. S. 381,34%,100%,100%,3.81,4.53,3.35,3.19,3.46,4.15
22K405,Midwood High School,15%,58%,83%,2.23,2.62,3.02,3.05,1.91,2.92
22K425,James Madison High School,18%,85%,81%,3.60,3.71,2.65,3.47,2.70,3.28
22K535,Leon M. Goldstein High School For The Sciences,23%,64%,85%,3.03,3.17,3.02,3.65,2.16,2.67
22K555,Brooklyn College Academy,55%,100%,98%,4.59,4.15,4.47,4.33,2.96,3.97
22K611,Origins High School,35%,81%,82%,3.01,4.33,3.16,2.65,4.10,4.01
22K630,Professional Pathways High School,30%,95%,89%,4.00,3.91,3.28,4.04,3.76,4.35
23K041,P.S. 041 Francis White,22%,69%,100%,3.00,3.24,3.34,2.39,2.12,2.85
23K137,P.S./I.S. 137 Rachel Jean Mitchell,50%,61%,96%,3.62,3.53,3.57,2.96,3.53,3.72
23K150,P.S. 150 Christopher,100%,89%,N/A,N/A,N/A,N/A,2.12,N/A,1.00
23K155,P.S./ I.S. 155 Nicholas Herkimer,77%,97%,100%,4.06,4.29,3.61,2.98,2.57,4.09
23K156,P.S. 156 Waverly,30%,77%,N/A,2.96,2.39,3.42,2.64,2.65,2.81
23K165,P.S. 165 Ida Posner,57%,89%,55%,3.43,3.38,2.07,2.29,2.21,3.68
23K178,P.S. 178 Saint Clair Mckelway,100%,93%,63%,4.02,3.88,3.66,3.11,4.77,4.69
23K184,P.S. 184 Newport,52%,84%,89%,N/A,N/A,N/A,2.77,N/A,2.97
23K284,"The Gregory Jocko Jackson School Of Sports, Art, And Technology",84%,95%,90%,N/A,N/A,N/A,3.48,N/A,3.85
23K298,P.S. 298 Dr. Betty Shabazz,50%,90%,N/A,3.48,3.62,2.65,3.95,3.29,2.56
23K323,P.S./I.S. 323,66%,97%,97%,4.42,3.90,3.92,2.76,3.56,3.80
23K327,P.S. 327 Dr. Rose B. English,78%,93%,90%,2.40,2.20,2.77,2.61,1.38,1.60
23K363,Brownsville Collaborative Middle School,66%,100%,85%,3.30,3.82,3.03,3.36,2.58,4.00
23K392,I.S. 392,56%,87%,98%,3.93,4.72,3.59,3.46,3.21,3.57
23K401,Christopher Avenue Community School,41%,88%,N/A,3.63,3.61,3.01,2.30,3.08,3.15
23K446,Riverdale Avenue Community School,28%,77%,N/A,N/A,N/A,N/A,2.55,N/A,4.02
23K493,Brooklyn Collegiate: A College Board School,15%,95%,78%,N/A,N/A,N/A,3.37,N/A,3.37
23K514,Frederick Douglass Academy Vii High School,82%,83%,75%,N/A,N/A,N/A,3.97,N/A,3.56
23K518,Kappa V (Knowledge And Power Preparatory Academy),60%,83%,99%,3.20,3.55,3.49,3.14,3.51,3.32
23K522,Mott Hall Iv,77%,86%,90%,2.82,1.93,3.39,3.12,3.79,2.89
23K599,Brooklyn Landmark Elementary School,99%,100%,N/A,4.23,4.80,3.87,4.34,4.29,4.41
23K643,Brooklyn Democracy Academy,31%,86%,56%,3.26,3.04,3.15,3.31,2.65,3.70
23K644,Eagle Academy For Young Men Ii,60%,84%,68%,3.93,4.58,3.80,4.58,4.78,4.53
23K646,Aspirations Diploma Plus High School,31%,100%,45%,3.21,3.83,2.56,3.63,3.30,4.38
23K647,Metropolitan Diploma Plus High School,57%,89%,85%,4.46,4.41,4.68,3.96,3.74,3.76
23K664,Brooklyn Environmental Exploration School (Bees),95%,100%,97%,4.01,4.99,3.76,3.49,4.77,4.75
23K668,Riverdale Avenue Middle School,46%,92%,82%,3.62,4.30,4.04,3.66,4.39,4.39
23K671,Mott Hall Bridges Academy,44%,83%,89%,3.68,4.51,3.83,4.29,4.22,4.17
23K697,Teachers Preparatory High School,36%,74%,44%,N/A,N/A,N/A,2.70,N/A,3.19
24Q005,I.S. 5 - The Walter Crowley Intermediate School,55%,90%,91%,4.30,3.64,3.75,3.29,2.46,3.76
24Q007,P.S. 007 Louis F. Simeone,95%,78%,N/A,3.25,1.75,3.17,3.28,2.65,2.73
24Q012,P.S. 012 James B. Colgate,96%,93%,N/A,4.34,4.25,4.65,3.98,3.41,3.67
24Q013,P.S. 013 Clement C. Moore,86%,77%,N/A,3.37,3.17,2.36,3.13,2.65,3.41
24Q014,P.S. 014 Fairview,36%,59%,N/A,3.25,3.46,3.36,3.58,2.56,3.56
24Q016,P.S. Q016 The Nancy Debenedittis School,84%,95%,N/A,3.16,3.49,4.26,3.96,3.30,3.35
24Q019,P.S. 019 Marino Jeantet,86%,81%,N/A,4.21,3.48,3.31,3.79,2.66,3.80
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,88%,100%,N/A,3.91,4.08,3.81,4.44,3.30,4.19
24Q049,P.S. 049 Dorothy Bonawit Kole,46%,45%,76%,4.48,4.01,3.96,3.26,3.61,3.87
24Q058,P.S. 58 - The School Of Heroes,72%,86%,99%,N/A,N/A,N/A,3.56,N/A,2.52
