DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
24Q457,HS ARTS & BUSINESS YABC,56%,85%,63%,4.54,4.57,4.89,N/A,4.64,4.95
24Q485,GROVER CLEVELAND HIGH SCHOOL,19%,44%,65%,3.06,3.22,2.41,N/A,2.34,2.97
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,22%,82%,81%,3.55,3.51,3.62,N/A,3.90,3.67
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,62%,100%,89%,4.52,4.17,4.10,N/A,4.66,4.57
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,63%,87%,94%,4.64,4.24,4.01,N/A,4.34,4.11
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",50%,83%,86%,3.80,3.51,3.52,N/A,2.87,3.62
24Q585,MASPETH HIGH SCHOOL,59%,81%,85%,4.37,3.56,4.77,N/A,3.09,3.21
24Q600,QUEENS TECHNICAL HIGH SCHOOL,20%,87%,88%,3.16,3.50,3.16,N/A,3.43,3.44
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,27%,85%,89%,3.97,3.89,3.96,N/A,3.23,3.85
24Q744,VOYAGES PREPARATORY,19%,100%,42%,3.72,3.99,4.02,N/A,3.90,4.25
25Q020,P.S. 020 JOHN BOWNE,64%,96%,N/A,3.55,3.89,3.55,N/A,3.98,4.14
25Q021,P.S. 021 EDWARD HART,100%,98%,N/A,3.80,2.47,4.57,N/A,4.06,3.68
25Q022,P.S. 022 THOMAS JEFFERSON,50%,92%,N/A,4.60,4.19,4.53,N/A,4.32,4.25
25Q024,P.S. 024 ANDREW JACKSON,82%,86%,N/A,4.00,4.42,4.51,N/A,4.06,3.13
25Q025,I.S. 025 ADRIEN BLOCK,60%,90%,100%,3.52,3.42,2.92,N/A,2.56,3.26
25Q029,P.S. 029 QUEENS,70%,92%,N/A,4.48,4.32,3.75,N/A,4.49,4.04
25Q032,P.S. 032 STATE STREET,83%,100%,N/A,4.74,4.22,4.82,N/A,4.49,4.39
25Q079,P.S. 079 FRANCIS LEWIS,50%,78%,N/A,3.73,4.16,3.90,N/A,4.23,3.76
25Q107,P.S. 107 THOMAS A DOOLEY,58%,91%,N/A,3.13,3.14,3.14,N/A,3.67,3.65
25Q120,P.S. 120 QUEENS,77%,95%,N/A,3.53,3.57,3.49,N/A,3.84,3.99
25Q129,P.S. 129 PATRICIA LARKIN,87%,81%,N/A,4.71,4.47,4.85,N/A,4.23,4.24
25Q130,P.S. 130,73%,69%,N/A,4.69,4.52,4.16,N/A,4.49,4.61
25Q154,P.S. 154 QUEENS,54%,60%,N/A,N/A,N/A,N/A,N/A,N/A,3.36
25Q163,P.S. 163 FLUSHING HEIGHTS,71%,84%,N/A,3.56,3.61,4.44,N/A,4.10,3.45
25Q164,P.S. 164 QUEENS VALLEY,92%,78%,99%,3.33,3.28,2.63,N/A,3.42,3.68
25Q165,P.S. 165 EDITH K. BERGTRAUM,64%,92%,N/A,4.12,4.40,4.76,N/A,4.49,3.60
25Q169,P.S. 169 BAY TERRACE,71%,94%,N/A,4.65,4.17,4.90,N/A,4.40,3.80
25Q184,P.S. 184 FLUSHING MANOR,82%,97%,N/A,4.58,4.47,4.49,N/A,4.23,4.08
25Q185,J.H.S. 185 EDWARD BLEEKER,53%,56%,97%,4.28,3.83,3.54,N/A,3.16,3.75
25Q189,J.H.S. 189 DANIEL CARTER BEARD,53%,87%,92%,2.76,2.86,3.04,N/A,1.55,2.79
25Q193,P.S. 193 ALFRED J. KENNEDY,78%,98%,N/A,4.55,4.66,4.20,N/A,4.57,4.14
25Q194,J.H.S. 194 WILLIAM CARR,35%,64%,93%,3.47,3.63,3.42,N/A,2.55,3.26
25Q200,P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIES AND LEADERSHIP,64%,98%,87%,4.16,4.24,4.33,N/A,4.23,3.87
25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,79%,93%,N/A,4.32,4.13,4.80,N/A,3.72,3.80
25Q209,P.S. 209 CLEARVIEW GARDENS,83%,97%,N/A,4.57,4.13,4.43,N/A,4.18,4.06
25Q214,P.S. 214 CADWALLADER COLDEN,49%,100%,N/A,3.59,3.71,4.23,N/A,3.81,3.32
25Q219,P.S. 219 PAUL KLAPPER,52%,97%,97%,3.60,4.47,3.77,N/A,3.98,3.22
25Q237,I.S. 237,62%,98%,95%,4.10,3.75,3.85,N/A,2.32,3.12
25Q240,VERITAS ACADEMY,35%,98%,95%,4.16,4.55,4.01,N/A,3.55,3.57
25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,93%,94%,87%,4.33,4.56,2.95,N/A,2.86,4.40
25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,85%,97%,N/A,3.81,3.37,3.84,N/A,4.57,3.50
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,79%,97%,N/A,4.30,3.79,4.80,N/A,4.40,3.63
25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,44%,100%,97%,3.01,3.06,2.98,N/A,2.23,3.02
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",56%,100%,95%,N/A,N/A,N/A,N/A,N/A,3.58
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,74%,100%,88%,4.52,4.65,4.49,N/A,4.02,4.76
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,43%,92%,98%,3.96,3.86,3.64,N/A,3.80,3.52
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,27%,90%,77%,4.23,4.11,3.35,N/A,4.01,3.90
25Q294,BELL ACADEMY,60%,96%,96%,4.37,3.71,4.75,N/A,4.00,3.49
25Q379,COLLEGE POINT COLLABORATIVE,57%,100%,99%,N/A,N/A,N/A,N/A,N/A,N/A
25Q425,JOHN BOWNE HIGH SCHOOL,13%,65%,75%,4.22,3.40,3.47,N/A,2.59,3.38
25Q460,FLUSHING HIGH SCHOOL,40%,45%,85%,2.95,3.12,2.25,N/A,1.83,3.02
25Q467,FLUSHING YABC,10%,81%,59%,4.05,4.35,3.41,N/A,3.66,4.28
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",48%,73%,99%,4.18,4.23,4.28,N/A,3.89,3.07
25Q525,TOWNSEND HARRIS HIGH SCHOOL,30%,76%,72%,4.04,2.69,4.80,N/A,3.12,3.18
25Q540,QUEENS ACADEMY HIGH SCHOOL,4%,80%,23%,2.06,2.44,2.05,N/A,3.47,2.85
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,26%,100%,86%,4.44,4.01,4.69,N/A,3.78,3.78
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,35%,100%,62%,4.27,3.37,3.39,N/A,3.33,3.63
26Q018,P.S. 018 WINCHESTER,52%,97%,N/A,4.83,4.85,4.17,N/A,4.49,4.55
26Q026,P.S. 026 RUFUS KING,60%,79%,N/A,3.57,4.23,4.27,N/A,4.49,3.00
26Q031,P.S. 031 BAYSIDE,67%,79%,N/A,4.73,4.52,4.48,N/A,4.40,4.38
26Q041,P.S. 041 CROCHERON,66%,97%,N/A,4.88,4.66,4.80,N/A,4.66,4.61
26Q046,P.S. 046 ALLEY POND,47%,43%,N/A,4.53,3.84,4.42,N/A,4.57,3.80
26Q067,J.H.S. 067 LOUIS PASTEUR,68%,98%,100%,3.85,4.01,4.24,N/A,3.64,3.83
26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,56%,89%,98%,N/A,N/A,N/A,N/A,N/A,3.64
26Q094,P.S. 094 DAVID D. PORTER,79%,60%,N/A,4.73,4.07,4.55,N/A,4.49,3.93
26Q098,P.S. 098 THE DOUGLASTON SCHOOL,78%,100%,N/A,3.80,4.13,3.94,N/A,4.40,2.65
26Q115,THE JAMES J. AMBROSE SCHOOL,50%,84%,N/A,4.50,4.00,4.75,N/A,4.40,3.94
26Q133,P.S. 133 QUEENS,64%,80%,N/A,4.03,3.56,4.39,N/A,4.23,3.36
26Q158,M.S. 158 MARIE CURIE,39%,52%,97%,N/A,N/A,N/A,N/A,N/A,2.21
26Q159,P.S. 159,77%,98%,N/A,4.49,4.05,4.40,N/A,4.57,3.80
26Q162,P.S. 162 JOHN GOLDEN,72%,74%,N/A,2.45,2.78,2.40,N/A,4.10,3.02
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,48%,54%,97%,2.14,2.14,3.09,N/A,3.03,2.37
26Q173,P.S. 173 FRESH MEADOWS,75%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.85
26Q178,P.S./ IS 178 HOLLISWOOD,59%,97%,98%,3.98,3.78,3.89,N/A,3.76,3.02
26Q186,P.S. 186 CASTLEWOOD,45%,71%,N/A,3.55,3.18,4.35,N/A,4.01,2.45
26Q188,P.S. 188 KINGSBURY,68%,55%,N/A,4.25,2.96,4.69,N/A,4.32,3.71
26Q191,P.S. 191 MAYFLOWER,66%,96%,N/A,4.73,4.72,4.93,N/A,4.49,4.51
26Q203,P.S. 203 OAKLAND GARDENS,79%,100%,N/A,4.69,4.09,4.86,N/A,4.23,3.91
26Q205,P.S. 205 ALEXANDER GRAHAM BELL,69%,96%,N/A,4.37,4.48,3.77,N/A,4.18,4.18
26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,67%,94%,N/A,4.60,4.16,4.77,N/A,4.32,3.95
26Q216,J.H.S. 216 GEORGE J. RYAN,57%,73%,96%,4.52,4.07,4.77,N/A,3.09,3.80
26Q221,P.S. 221 THE NORTH HILLS SCHOOL,70%,100%,N/A,4.87,4.62,4.91,N/A,4.57,4.56
26Q266,P.S./I.S. 266,59%,92%,100%,2.92,3.96,3.05,N/A,3.89,2.86
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,51%,91%,87%,3.75,3.73,3.32,N/A,4.44,4.21
26Q376,P.S. 376,67%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.90
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,15%,87%,72%,N/A,N/A,N/A,N/A,N/A,2.07
26Q430,FRANCIS LEWIS HIGH SCHOOL,44%,87%,88%,3.72,3.56,3.58,N/A,2.17,3.63
26Q435,MARTIN VAN BUREN HIGH SCHOOL,23%,81%,79%,3.78,3.79,3.18,N/A,2.59,2.67
26Q495,BAYSIDE HIGH SCHOOL,30%,90%,93%,3.65,4.17,4.30,N/A,3.15,3.57
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",17%,74%,77%,2.75,3.51,3.82,N/A,2.94,1.85
27Q042,P.S./M.S 042 R. VERNAM,54%,100%,94%,3.40,2.88,3.57,N/A,3.25,3.17
27Q043,P.S. 043,32%,72%,71%,2.56,2.42,2.42,N/A,2.91,2.48
27Q045,P.S. 045 CLARENCE WITHERSPOON,88%,100%,N/A,2.96,3.19,2.49,N/A,3.93,3.72
27Q047,P.S. 047 CHRIS GALAS,79%,96%,100%,4.75,4.37,4.43,N/A,4.57,4.26
27Q051,P.S. 051,77%,100%,N/A,3.53,3.95,4.86,N/A,4.49,4.48
27Q053,M.S. 053 BRIAN PICCOLO,61%,96%,86%,3.12,2.82,3.35,N/A,3.22,2.65
27Q056,P.S. 056 HARRY EICHLER,70%,93%,N/A,4.29,4.15,3.72,N/A,4.40,4.62
27Q060,P.S. 060 WOODHAVEN,45%,49%,N/A,N/A,N/A,N/A,N/A,N/A,3.98
27Q062,P. S. 62 - CHESTER PARK SCHOOL,93%,81%,N/A,4.46,4.08,4.06,N/A,4.23,4.24
27Q063,P.S. 063 OLD SOUTH,80%,94%,N/A,4.44,4.17,4.37,N/A,3.89,3.88
27Q064,P.S. 064 JOSEPH P. ADDABBO,66%,85%,N/A,4.03,3.95,3.67,N/A,4.15,4.23
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,57%,86%,N/A,N/A,N/A,N/A,N/A,N/A,4.03
27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,86%,100%,N/A,4.54,4.44,4.51,N/A,4.32,4.29
27Q090,P.S. 090 HORACE MANN,62%,78%,N/A,3.77,4.16,3.75,N/A,4.06,3.30
27Q096,P.S. 096,64%,100%,N/A,2.98,3.09,4.36,N/A,4.06,3.13
27Q097,P.S. 097 FOREST PARK,64%,89%,N/A,3.52,2.98,3.78,N/A,4.01,3.62
27Q100,P.S. 100 GLEN MORRIS,80%,62%,N/A,3.90,3.87,3.88,N/A,4.15,4.03
27Q104,P.S. 104 THE BAYS WATER,58%,100%,N/A,4.25,4.09,4.05,N/A,4.23,4.03
27Q105,P.S. 105 THE BAY SCHOOL,45%,80%,96%,3.25,3.24,3.10,N/A,3.67,3.49
27Q106,LIGHTHOUSE ELEMENTARY SCHOOL,41%,68%,N/A,3.35,2.68,2.47,N/A,3.76,3.15
27Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,86%,100%,N/A,3.72,3.73,4.15,N/A,4.40,3.73
27Q114,P.S./M.S. 114 BELLE HARBOR,77%,100%,98%,4.62,4.21,4.03,N/A,4.15,3.73
27Q123,P.S. 123,85%,98%,N/A,3.42,3.82,4.42,N/A,4.06,3.52
27Q124,P.S. 124 OSMOND A CHURCH,69%,78%,99%,3.52,3.14,3.06,N/A,3.42,3.20
27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,40%,76%,91%,3.96,4.38,4.34,N/A,2.87,3.63
27Q146,P.S. 146 HOWARD BEACH,65%,96%,99%,4.11,3.94,4.04,N/A,4.32,3.54
27Q155,P.S. 155,65%,57%,N/A,N/A,N/A,N/A,N/A,N/A,4.29
27Q183,P.S. 183 DR. RICHARD R. GREEN,32%,84%,78%,N/A,N/A,N/A,N/A,N/A,2.81
27Q197,P.S. 197 THE OCEAN SCHOOL,62%,98%,N/A,3.98,3.81,3.60,N/A,3.59,3.61
27Q202,J.H.S. 202 ROBERT H. GODDARD,73%,97%,96%,4.42,4.19,4.00,N/A,3.57,3.76
27Q207,P.S. 207 ROCKWOOD PARK,76%,87%,100%,4.06,3.86,3.47,N/A,3.98,3.49
27Q210,J.H.S. 210 ELIZABETH BLACKWELL,59%,95%,95%,2.74,2.97,2.64,N/A,1.63,2.67
27Q223,P.S. 223 LYNDON B. JOHNSON,46%,74%,N/A,3.16,3.91,3.03,N/A,4.06,3.14
27Q226,J.H.S. 226 VIRGIL I. GRISSOM,62%,100%,98%,3.56,3.84,3.28,N/A,2.57,2.84
27Q232,P.S. 232 LINDENWOOD,93%,77%,100%,4.63,4.43,4.83,N/A,3.98,4.00
27Q253,P.S. 253,48%,71%,N/A,3.81,3.70,3.52,N/A,4.23,3.64
27Q254,P.S. 254 - THE ROSA PARKS SCHOOL,68%,93%,N/A,3.79,3.87,4.12,N/A,4.32,4.05
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,27%,93%,80%,3.58,3.47,3.29,N/A,1.52,1.91
27Q261,VOYAGES PREP - SOUTH QUEENS,2%,100%,17%,4.07,3.80,3.44,N/A,3.78,4.91
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,68%,97%,95%,4.41,3.57,4.28,N/A,3.58,3.62
27Q273,P.S. 273,63%,78%,N/A,4.51,3.90,3.71,N/A,4.40,4.05
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,90%,83%,97%,3.84,3.56,4.43,N/A,4.32,3.92
27Q297,HAWTREE CREEK MIDDLE SCHOOL,79%,100%,94%,4.65,4.62,4.59,N/A,4.78,4.44
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",22%,97%,68%,4.78,4.29,4.06,N/A,4.12,4.46
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,88%,97%,N/A,4.14,3.96,4.08,N/A,4.23,2.98
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,55%,95%,91%,4.37,4.54,4.37,N/A,3.71,3.78
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,10%,92%,48%,3.50,3.61,3.05,N/A,3.51,3.54
27Q314,EPIC HIGH SCHOOL - SOUTH,22%,96%,60%,3.75,3.66,3.05,N/A,3.58,4.28
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,100%,100%,N/A,4.59,4.38,4.60,N/A,4.49,3.98
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,58%,98%,N/A,4.91,4.55,3.79,N/A,4.83,4.75
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,47%,100%,91%,4.49,4.30,4.16,N/A,4.02,4.16
27Q319,VILLAGE ACADEMY,69%,100%,99%,N/A,N/A,N/A,N/A,N/A,4.12
27Q323,SCHOLARS' ACADEMY,53%,100%,89%,4.17,3.62,4.70,N/A,4.15,3.47
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,40%,76%,83%,3.68,3.56,3.15,N/A,2.51,3.53
27Q333,GOLDIE MAPLE ACADEMY,44%,63%,84%,1.99,2.38,2.19,N/A,3.08,1.80
27Q334,EPIC HIGH SCHOOL - NORTH,31%,100%,80%,2.54,3.49,3.22,N/A,4.26,3.08
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,44%,85%,79%,2.80,3.29,3.06,N/A,2.16,2.61
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,59%,97%,N/A,4.45,4.05,4.13,N/A,4.49,4.25
27Q377,P.S. 377,85%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.45
27Q400,AUGUST MARTIN HIGH SCHOOL,55%,100%,93%,4.50,4.44,3.92,N/A,4.28,3.95
27Q475,RICHMOND HILL HIGH SCHOOL,15%,90%,65%,4.17,4.10,3.83,N/A,3.72,3.44
27Q480,JOHN ADAMS HIGH SCHOOL,32%,91%,79%,4.10,3.75,3.86,N/A,3.24,2.88
27Q487,JOHN ADAMS YABC,8%,86%,58%,3.65,3.13,3.64,N/A,2.21,3.00
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",14%,61%,81%,4.55,3.74,4.36,N/A,4.00,3.74
28Q008,J.H.S. 008 RICHARD S. GROSSLEY,58%,100%,97%,3.53,3.63,3.49,N/A,2.30,3.43
28Q040,P.S. 040 SAMUEL HUNTINGTON,81%,82%,N/A,3.96,4.06,3.71,N/A,4.40,4.34
28Q048,P.S. 048 WILLIAM WORDSWORTH,41%,67%,N/A,3.21,3.35,3.22,N/A,4.06,2.95
28Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,23%,80%,N/A,4.19,3.59,3.99,N/A,4.23,3.83
28Q054,P.S. 054 HILLSIDE,60%,69%,N/A,3.49,3.61,3.69,N/A,4.32,2.95
28Q055,P.S. 055 MAURE,87%,90%,N/A,4.02,3.87,3.65,N/A,3.98,4.57
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,12%,42%,86%,2.93,2.82,3.33,N/A,N/A,N/A
28Q080,PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,47%,69%,N/A,3.21,2.87,2.78,N/A,3.89,2.80
28Q082,P.S. 082 HAMMOND,68%,78%,N/A,2.95,3.42,3.36,N/A,3.98,2.55
28Q086,P.S. Q086,68%,95%,N/A,3.84,2.85,3.59,N/A,3.55,2.71
28Q099,P.S. 099 KEW GARDENS,45%,91%,99%,4.63,4.25,4.47,N/A,4.40,4.17
28Q101,P.S. 101 SCHOOL IN THE GARDENS,67%,90%,100%,4.37,3.82,4.67,N/A,4.32,3.86
28Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL,66%,76%,N/A,3.93,3.54,3.25,N/A,3.98,2.79
28Q121,P.S. 121 QUEENS,70%,100%,N/A,4.55,4.37,4.85,N/A,4.32,4.14
28Q139,P.S. 139 REGO PARK,88%,98%,N/A,3.55,3.30,3.31,N/A,3.81,2.35
28Q140,P.S. 140 EDWARD K ELLINGTON,72%,97%,N/A,3.81,3.80,3.32,N/A,3.50,3.53
28Q144,P.S. 144 COL JEROMUS REMSEN,71%,91%,N/A,4.04,4.14,3.72,N/A,4.32,4.61
28Q157,J.H.S. 157 STEPHEN A. HALSEY,59%,82%,94%,4.28,3.72,4.73,N/A,3.09,3.81
28Q160,P.S. 160 WALTER FRANCIS BISHOP,42%,77%,N/A,3.78,3.70,3.19,N/A,3.81,3.69
28Q161,P.S. 161 ARTHUR ASHE SCHOOL,75%,100%,N/A,4.53,4.23,4.88,N/A,4.32,4.10
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,53%,88%,86%,4.34,3.93,3.90,N/A,3.94,3.83
28Q174,P.S. 174 WILLIAM SIDNEY MOUNT,37%,60%,N/A,2.94,2.74,3.20,N/A,4.49,2.32
28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,61%,75%,N/A,4.06,3.90,3.88,N/A,3.76,4.22
28Q182,P.S. 182 SAMANTHA SMITH,70%,80%,N/A,3.76,3.64,3.59,N/A,4.15,3.75
28Q190,J.H.S. 190 RUSSELL SAGE,59%,87%,99%,3.25,2.84,3.30,N/A,2.06,2.27
28Q196,P.S. 196 GRAND CENTRAL PARKWAY,78%,100%,N/A,4.71,4.35,4.93,N/A,4.49,4.53
28Q206,P.S. 206 THE HORACE HARDING SCHOOL,62%,84%,N/A,3.85,3.82,3.30,N/A,3.84,4.16
28Q217,J.H.S. 217 ROBERT A. VAN WYCK,49%,84%,88%,4.30,3.83,4.72,N/A,2.95,3.74
28Q220,P.S. 220 EDWARD MANDEL,73%,50%,N/A,4.33,3.73,4.12,N/A,4.23,3.90
28Q284,YORK EARLY COLLEGE ACADEMY,60%,91%,95%,3.70,3.86,4.01,N/A,4.08,4.10
28Q287,THE EMERSON SCHOOL,33%,80%,91%,N/A,N/A,N/A,N/A,N/A,3.12
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,97%,93%,N/A,4.99,4.39,4.98,N/A,4.40,4.50
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,18%,88%,86%,3.41,3.39,3.44,N/A,2.51,3.28
28Q312,JAMAICA CHILDREN'S SCHOOL,78%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.52
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,36%,100%,75%,4.82,4.79,4.52,N/A,3.87,4.36
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,8%,90%,17%,4.85,4.52,3.62,N/A,4.34,4.07
28Q332,REDWOOD MIDDLE SCHOOL,39%,92%,94%,2.84,2.86,3.04,N/A,3.03,2.57
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,21%,100%,54%,3.94,4.04,3.28,N/A,4.00,4.83
28Q349,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,90%,91%,N/A,3.75,3.82,4.00,N/A,4.40,2.88
28Q350,JAMAICA GATEWAY TO THE SCIENCES,24%,94%,89%,4.48,4.07,4.11,N/A,3.94,3.82
28Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,59%,89%,N/A,3.50,3.87,4.76,N/A,4.32,3.78
28Q358,M.S. 358,99%,93%,100%,4.20,3.90,4.03,N/A,3.83,4.25
28Q440,FOREST HILLS HIGH SCHOOL,17%,62%,58%,3.22,2.86,3.37,N/A,2.02,1.83
28Q505,HILLCREST HIGH SCHOOL,19%,66%,66%,3.53,3.31,4.29,N/A,2.52,3.33
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,65%,96%,85%,3.37,4.29,3.52,N/A,2.52,3.03
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,25%,95%,97%,2.60,2.88,3.50,N/A,2.02,1.39
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,30%,94%,91%,3.59,3.54,3.53,N/A,3.60,3.51
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,23%,89%,95%,2.93,2.98,3.43,N/A,3.46,3.00
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,13%,100%,84%,3.36,3.50,3.30,N/A,3.47,3.27
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",44%,92%,71%,4.33,4.36,3.93,N/A,3.38,3.85
29Q015,P.S. 015 JACKIE ROBINSON,52%,82%,N/A,3.40,3.78,3.99,N/A,4.15,3.93
29Q033,P.S. 033 EDWARD M. FUNK,60%,94%,N/A,3.55,3.78,3.67,N/A,4.23,4.37
29Q034,P.S. 034 JOHN HARVARD,50%,50%,N/A,3.06,3.21,3.76,N/A,3.81,2.90
29Q035,P.S. 035 NATHANIEL WOODHULL,43%,91%,N/A,2.79,2.85,2.56,N/A,3.76,3.23
29Q036,P.S. 036 SAINT ALBANS SCHOOL,60%,68%,N/A,3.38,3.07,3.11,N/A,4.32,3.51
29Q037,CYNTHIA JENKINS SCHOOL,56%,35%,N/A,2.63,2.74,2.56,N/A,2.74,2.65
29Q038,P.S. 038 ROSEDALE,72%,76%,N/A,2.98,3.25,3.34,N/A,4.44,4.31
29Q052,P.S. 052 QUEENS,39%,100%,N/A,2.83,3.00,2.03,N/A,3.84,3.87
29Q059,I.S. 059 SPRINGFIELD GARDENS,28%,93%,91%,3.54,3.94,3.48,N/A,4.02,3.17
29Q095,P.S. 095 EASTWOOD,100%,100%,N/A,4.53,4.32,4.33,N/A,4.74,4.41
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,22%,62%,92%,3.39,3.43,3.86,N/A,2.77,3.07
29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,31%,100%,96%,2.69,3.04,3.13,N/A,3.59,2.66
29Q118,P.S. 118 LORRAINE HANSBERRY,55%,62%,N/A,2.95,2.86,2.29,N/A,3.50,2.31
29Q131,P.S. 131 ABIGAIL ADAMS,81%,100%,N/A,3.03,3.73,3.74,N/A,3.89,3.08
29Q132,P.S. 132 RALPH BUNCHE,91%,94%,N/A,3.99,3.93,3.72,N/A,4.66,4.48
29Q134,P.S. 134 HOLLIS,48%,91%,N/A,2.39,2.78,2.30,N/A,3.16,2.45
29Q135,THE BELLAIRE SCHOOL,44%,85%,N/A,3.12,3.60,3.39,N/A,3.93,3.46
29Q136,P.S. 136 ROY WILKINS,51%,74%,N/A,4.24,3.98,3.98,N/A,3.89,4.08
29Q138,P.S./M.S. 138 SUNRISE,35%,90%,93%,3.94,4.00,3.89,N/A,3.93,3.68
29Q147,P.S./M.S. 147 RONALD MCNAIR,34%,83%,81%,3.32,3.57,3.51,N/A,3.76,3.69
29Q156,P.S. 156 LAURELTON,56%,94%,N/A,3.39,3.44,2.99,N/A,3.55,3.03
29Q176,P.S. 176 CAMBRIA HEIGHTS,33%,65%,N/A,2.63,1.93,3.49,N/A,3.76,2.60
29Q181,P.S. 181 BROOKFIELD,54%,65%,N/A,N/A,N/A,N/A,N/A,N/A,3.36
29Q192,I.S. 192 THE LINDEN,94%,55%,82%,3.69,3.97,3.80,N/A,4.38,4.25
29Q195,P.S. 195 WILLIAM HABERLE,80%,89%,N/A,3.69,3.82,3.35,N/A,4.61,4.35
