DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,63%,100%,87%,3.97,4.13,3.64,N/A,3.73,4.30
24Q239,P.S. 239,51%,98%,N/A,N/A,N/A,N/A,N/A,N/A,3.88
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,99%,100%,94%,4.50,3.81,4.05,N/A,3.89,3.74
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,20%,93%,91%,3.56,2.52,3.40,N/A,2.45,2.20
24Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,48%,92%,N/A,3.54,4.15,4.46,N/A,4.32,4.05
24Q293,CIVIC LEADERSHIP ACADEMY,63%,100%,95%,4.02,2.42,4.01,N/A,2.79,3.23
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,73%,88%,97%,4.75,4.06,4.17,N/A,4.23,4.53
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,40%,60%,80%,3.92,3.66,4.88,N/A,3.78,3.90
24Q305,LEARNERS AND LEADERS,76%,72%,N/A,4.13,2.78,3.73,N/A,3.72,3.58
24Q307,PIONEER ACADEMY,93%,96%,N/A,2.92,3.10,3.27,N/A,2.23,2.58
24Q311,CORONA ARTS & SCIENCES ACADEMY,85%,100%,100%,3.90,3.71,3.56,N/A,3.14,3.93
24Q330,P.S. 330,69%,85%,N/A,3.48,3.49,2.89,N/A,3.50,3.84
24Q343,THE CHILDREN'S LAB SCHOOL,65%,97%,N/A,3.88,4.55,4.50,N/A,4.23,4.55
24Q455,NEWTOWN HIGH SCHOOL,57%,79%,75%,N/A,N/A,N/A,N/A,N/A,4.01
24Q457,HS ARTS & BUSINESS YABC,51%,100%,69%,3.13,3.15,4.52,N/A,4.29,4.24
24Q485,GROVER CLEVELAND HIGH SCHOOL,21%,45%,66%,3.24,3.03,2.67,N/A,2.51,2.73
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,57%,89%,76%,3.83,3.78,3.72,N/A,2.87,4.22
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,62%,97%,94%,4.64,4.27,4.18,N/A,4.81,4.59
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,55%,92%,85%,4.75,4.37,4.08,N/A,4.11,4.14
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",52%,68%,75%,3.67,3.52,3.69,N/A,3.67,3.84
24Q585,MASPETH HIGH SCHOOL,47%,68%,83%,4.45,3.66,4.80,N/A,3.44,3.55
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,19%,80%,84%,N/A,N/A,N/A,N/A,N/A,3.52
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,25%,87%,92%,4.28,3.74,3.93,N/A,3.15,3.58
24Q744,VOYAGES PREPARATORY,16%,100%,50%,N/A,N/A,N/A,N/A,N/A,3.68
24Q877,THE 51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),82%,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25Q020,P.S. 020 JOHN BOWNE,67%,56%,N/A,3.50,3.73,3.41,N/A,2.96,3.99
25Q021,P.S. 021 EDWARD HART,100%,97%,N/A,4.21,3.67,4.72,N/A,3.95,4.01
25Q022,P.S. 022 THOMAS JEFFERSON,52%,86%,N/A,4.63,4.60,4.49,N/A,4.14,4.53
25Q024,P.S. 024 ANDREW JACKSON,86%,95%,N/A,3.10,3.25,4.09,N/A,3.61,3.43
25Q025,I.S. 025 ADRIEN BLOCK,40%,97%,98%,3.46,3.46,3.09,N/A,3.27,3.17
25Q029,P.S. 029 QUEENS,64%,89%,N/A,3.85,3.61,3.43,N/A,3.58,3.67
25Q032,P.S. 032 STATE STREET,88%,98%,N/A,4.70,4.47,4.81,N/A,4.42,4.67
25Q079,P.S. 079 FRANCIS LEWIS,63%,95%,N/A,3.78,4.22,3.93,N/A,4.10,3.70
25Q107,P.S. 107 THOMAS A DOOLEY,50%,80%,N/A,2.83,2.85,3.07,N/A,3.58,3.44
25Q120,P.S. 120 QUEENS,81%,95%,N/A,3.43,3.45,3.55,N/A,3.67,4.11
25Q129,P.S. 129 PATRICIA LARKIN,67%,75%,N/A,4.63,4.30,4.82,N/A,4.19,4.28
25Q130,P.S. 130,67%,69%,N/A,4.57,4.39,4.01,N/A,4.48,4.56
25Q154,P.S. 154 QUEENS,57%,64%,N/A,3.78,4.20,4.11,N/A,4.12,3.70
25Q163,P.S. 163 FLUSHING HEIGHTS,71%,86%,N/A,3.41,3.55,4.58,N/A,3.66,3.45
25Q164,P.S. 164 QUEENS VALLEY,92%,100%,96%,3.49,3.39,2.73,N/A,3.69,3.71
25Q165,P.S. 165 EDITH K. BERGTRAUM,73%,98%,N/A,4.37,4.51,4.63,N/A,4.11,3.79
25Q169,P.S. 169 BAY TERRACE,75%,100%,N/A,4.66,4.01,4.79,N/A,4.40,3.77
25Q184,P.S. 184 FLUSHING MANOR,93%,100%,N/A,4.85,4.90,4.57,N/A,4.34,4.85
25Q185,J.H.S. 185 EDWARD BLEEKER,58%,76%,98%,4.37,3.94,3.61,N/A,3.15,3.81
25Q189,J.H.S. 189 DANIEL CARTER BEARD,68%,85%,93%,4.00,3.35,3.70,N/A,2.53,3.33
25Q193,P.S. 193 ALFRED J. KENNEDY,81%,95%,N/A,3.83,3.85,4.05,N/A,4.25,3.63
25Q194,J.H.S. 194 WILLIAM CARR,43%,59%,91%,3.90,3.00,3.32,N/A,2.97,3.06
25Q200,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,71%,93%,96%,4.29,4.04,3.78,N/A,3.77,3.70
25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,55%,78%,N/A,4.21,3.15,4.49,N/A,4.11,3.62
25Q209,P.S. 209 CLEARVIEW GARDENS,96%,100%,N/A,4.64,4.05,4.35,N/A,4.03,4.31
25Q214,P.S. 214 CADWALLADER COLDEN,55%,89%,N/A,3.75,3.82,4.25,N/A,3.67,3.28
25Q219,P.S. 219 PAUL KLAPPER,45%,65%,99%,2.64,3.81,3.48,N/A,2.87,2.89
25Q237,I.S. 237,68%,90%,94%,N/A,N/A,N/A,N/A,N/A,2.78
25Q240,VERITAS ACADEMY,35%,100%,95%,3.79,3.80,4.30,N/A,3.15,3.72
25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,88%,97%,96%,4.32,4.48,2.85,N/A,3.29,4.64
25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,57%,91%,N/A,4.08,3.69,3.77,N/A,4.49,4.19
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,84%,100%,N/A,4.51,4.27,4.70,N/A,4.15,4.23
25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,55%,100%,96%,3.04,2.89,2.87,N/A,2.06,3.15
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",65%,98%,96%,4.23,3.47,3.89,N/A,3.57,3.69
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,73%,97%,92%,N/A,N/A,N/A,N/A,N/A,4.66
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,74%,95%,96%,3.98,2.37,3.87,N/A,3.30,3.07
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,44%,100%,81%,4.23,4.11,3.48,N/A,3.57,3.83
25Q294,BELL ACADEMY,71%,100%,98%,3.98,3.06,4.68,N/A,4.29,3.39
25Q425,JOHN BOWNE HIGH SCHOOL,8%,72%,70%,4.39,3.54,3.52,N/A,2.75,3.38
25Q460,FLUSHING HIGH SCHOOL,39%,50%,76%,N/A,N/A,N/A,N/A,N/A,2.47
25Q467,FLUSHING YABC,7%,72%,62%,4.52,4.35,4.00,N/A,3.63,4.44
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",47%,55%,99%,4.41,3.53,3.63,N/A,4.31,3.58
25Q525,TOWNSEND HARRIS HIGH SCHOOL,28%,72%,81%,3.84,3.15,4.78,N/A,3.16,3.43
25Q540,QUEENS ACADEMY HIGH SCHOOL,5%,73%,25%,2.02,2.04,1.89,N/A,1.91,1.12
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,29%,91%,64%,4.28,3.74,4.70,N/A,2.49,3.70
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,15%,92%,42%,4.28,3.72,3.58,N/A,2.95,3.46
26Q018,P.S. 018 WINCHESTER,55%,95%,N/A,4.78,4.63,4.06,N/A,4.38,4.38
26Q026,P.S. 026 RUFUS KING,72%,87%,N/A,4.38,3.93,4.46,N/A,3.85,3.86
26Q031,P.S. 031 BAYSIDE,55%,68%,N/A,4.85,4.51,4.55,N/A,4.25,4.26
26Q041,P.S. 041 CROCHERON,72%,91%,N/A,4.74,4.40,4.90,N/A,4.63,4.47
26Q046,P.S. 046 ALLEY POND,59%,54%,N/A,4.65,3.92,4.29,N/A,4.40,3.72
26Q067,J.H.S. 067 LOUIS PASTEUR,73%,98%,100%,N/A,N/A,N/A,N/A,N/A,3.71
26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,61%,97%,95%,4.47,4.02,4.24,N/A,3.77,3.59
26Q094,P.S. 094 DAVID D. PORTER,86%,80%,N/A,4.47,3.80,4.53,N/A,4.32,3.81
26Q098,P.S. 098 THE DOUGLASTON SCHOOL,90%,100%,N/A,3.37,3.16,4.00,N/A,4.38,2.62
26Q115,THE JAMES J. AMBROSE SCHOOL,53%,74%,N/A,4.64,3.94,4.57,N/A,4.17,4.33
26Q133,P.S. 133 QUEENS,51%,65%,N/A,3.76,3.79,3.97,N/A,4.15,3.75
26Q158,M.S. 158 MARIE CURIE,56%,63%,94%,2.51,1.50,4.22,N/A,2.49,2.42
26Q159,P.S. 159,61%,77%,N/A,4.42,3.95,4.35,N/A,4.32,3.70
26Q162,P.S. 162 JOHN GOLDEN,52%,69%,N/A,2.87,2.88,2.45,N/A,3.80,3.06
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,45%,60%,90%,2.32,2.19,3.02,N/A,3.39,2.46
26Q173,P.S. 173 FRESH MEADOWS,80%,98%,N/A,4.42,3.59,4.44,N/A,4.25,4.16
26Q178,P.S./ IS 178 HOLLISWOOD,51%,87%,99%,4.22,3.44,4.17,N/A,4.11,3.62
26Q186,P.S. 186 CASTLEWOOD,63%,90%,N/A,N/A,N/A,N/A,N/A,N/A,3.13
26Q188,P.S. 188 KINGSBURY,59%,74%,N/A,4.48,3.71,4.76,N/A,4.40,3.87
26Q191,P.S. 191 MAYFLOWER,63%,96%,N/A,4.78,4.62,4.94,N/A,4.40,4.38
26Q203,P.S. 203 OAKLAND GARDENS,73%,100%,N/A,4.73,4.04,4.85,N/A,4.17,4.01
26Q205,P.S. 205 ALEXANDER GRAHAM BELL,72%,100%,N/A,4.28,4.33,3.40,N/A,4.17,4.12
26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,55%,76%,N/A,4.47,3.85,4.74,N/A,4.25,3.77
26Q216,J.H.S. 216 GEORGE J. RYAN,37%,75%,97%,4.12,3.57,4.67,N/A,3.49,3.35
26Q221,P.S. 221 THE NORTH HILLS SCHOOL,73%,100%,N/A,4.64,4.47,4.95,N/A,4.46,4.40
26Q266,P.S./I.S. 266,70%,94%,99%,4.17,4.01,4.23,N/A,4.15,3.60
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,47%,100%,93%,4.46,3.94,3.42,N/A,4.08,3.85
26Q376,P.S. 376,87%,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,12%,71%,60%,3.09,2.28,3.42,N/A,1.90,2.55
26Q430,FRANCIS LEWIS HIGH SCHOOL,28%,62%,86%,3.74,3.61,3.63,N/A,2.43,3.90
26Q435,MARTIN VAN BUREN HIGH SCHOOL,22%,99%,77%,N/A,N/A,N/A,N/A,N/A,3.29
26Q495,BAYSIDE HIGH SCHOOL,29%,87%,90%,3.53,3.97,4.23,N/A,2.74,3.19
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",13%,54%,80%,N/A,N/A,N/A,N/A,N/A,1.70
27Q042,P.S./M.S 042 R. VERNAM,47%,98%,92%,N/A,N/A,N/A,N/A,N/A,3.52
27Q043,P.S. 043,24%,40%,53%,2.97,2.34,2.55,N/A,1.80,2.28
27Q045,P.S. 045 CLARENCE WITHERSPOON,62%,86%,N/A,2.45,2.56,2.10,N/A,3.62,2.71
27Q047,P.S. 047 CHRIS GALAS,66%,100%,97%,4.65,4.00,4.36,N/A,4.55,4.08
27Q051,P.S. 051,74%,100%,N/A,3.70,4.52,4.76,N/A,4.32,4.45
27Q053,M.S. 053 BRIAN PICCOLO,53%,100%,98%,N/A,N/A,N/A,N/A,N/A,3.46
27Q056,P.S. 056 HARRY EICHLER,59%,100%,N/A,4.43,4.16,3.56,N/A,3.71,4.34
27Q060,P.S. 060 WOODHAVEN,46%,80%,N/A,3.74,3.77,4.34,N/A,3.89,3.76
27Q062,P. S. 62 - CHESTER PARK SCHOOL,99%,88%,N/A,4.54,4.12,4.10,N/A,4.02,4.33
27Q063,P.S. 063 OLD SOUTH,86%,77%,N/A,4.27,3.24,3.97,N/A,3.55,3.48
27Q064,P.S. 064 JOSEPH P. ADDABBO,69%,82%,N/A,3.48,3.63,3.60,N/A,3.80,3.49
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,57%,76%,N/A,4.46,3.97,3.79,N/A,3.55,3.84
27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,85%,95%,N/A,4.56,4.23,4.26,N/A,3.95,4.22
27Q090,P.S. 090 HORACE MANN,72%,78%,N/A,3.53,3.67,4.04,N/A,3.96,3.31
27Q096,P.S. 096,77%,83%,N/A,3.23,3.64,4.48,N/A,3.72,3.38
27Q097,P.S. 097 FOREST PARK,54%,77%,N/A,3.20,2.19,3.74,N/A,3.30,3.18
27Q100,P.S. 100 GLEN MORRIS,77%,67%,N/A,3.82,4.02,4.03,N/A,3.80,3.99
27Q104,P.S. 104 THE BAYS WATER,59%,93%,N/A,N/A,N/A,N/A,N/A,N/A,4.02
27Q105,P.S. 105 THE BAY SCHOOL,55%,86%,97%,3.36,3.42,3.03,N/A,3.66,3.50
27Q106,LIGHTHOUSE ELEMENTARY SCHOOL,46%,68%,N/A,3.61,3.60,2.74,N/A,3.64,3.43
27Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,90%,100%,N/A,4.29,3.82,4.34,N/A,4.11,3.89
27Q114,P.S./M.S. 114 BELLE HARBOR,74%,100%,99%,4.42,4.05,3.89,N/A,3.89,3.81
27Q123,P.S. 123,82%,92%,N/A,3.46,3.77,4.30,N/A,3.89,3.50
27Q124,P.S. 124 OSMOND A CHURCH,81%,85%,100%,3.60,3.23,3.12,N/A,3.46,3.84
27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,62%,77%,90%,4.40,3.62,4.29,N/A,2.79,3.60
27Q146,P.S. 146 HOWARD BEACH,67%,100%,100%,4.60,3.73,3.59,N/A,3.81,3.54
27Q155,P.S. 155,69%,71%,N/A,4.63,4.15,4.00,N/A,3.72,3.97
27Q183,P.S. 183 DR. RICHARD R. GREEN,40%,89%,91%,2.44,2.00,2.73,N/A,3.30,3.22
27Q197,P.S. 197 THE OCEAN SCHOOL,59%,93%,N/A,4.03,3.94,3.67,N/A,4.11,4.01
27Q202,J.H.S. 202 ROBERT H. GODDARD,82%,96%,98%,4.53,3.94,4.37,N/A,3.38,3.46
27Q207,P.S. 207 ROCKWOOD PARK,89%,94%,100%,4.13,3.79,3.55,N/A,3.72,3.43
27Q210,J.H.S. 210 ELIZABETH BLACKWELL,50%,94%,95%,N/A,N/A,N/A,N/A,N/A,2.20
27Q223,P.S. 223 LYNDON B. JOHNSON,79%,73%,N/A,3.66,4.16,3.47,N/A,4.02,3.53
27Q226,J.H.S. 226 VIRGIL I. GRISSOM,44%,91%,96%,3.53,3.76,3.31,N/A,2.79,2.78
27Q232,P.S. 232 LINDENWOOD,99%,86%,99%,4.59,4.17,4.83,N/A,4.11,4.05
27Q253,P.S. 253,58%,80%,N/A,3.82,3.65,3.40,N/A,3.72,3.29
27Q254,P.S. 254 - THE ROSA PARKS SCHOOL,70%,96%,N/A,4.33,3.02,3.95,N/A,3.78,3.31
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,15%,91%,61%,2.94,2.92,3.14,N/A,1.73,1.99
27Q261,VOYAGES PREP - SOUTH QUEENS,3%,90%,20%,4.10,3.66,3.29,N/A,2.26,3.85
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,62%,99%,91%,4.56,4.00,4.38,N/A,3.57,3.77
27Q273,P.S. 273,83%,81%,N/A,4.25,2.79,3.46,N/A,3.95,3.66
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,61%,88%,97%,N/A,N/A,N/A,N/A,N/A,3.25
27Q297,HAWTREE CREEK MIDDLE SCHOOL,100%,100%,95%,4.60,4.33,4.53,N/A,4.91,4.39
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",28%,90%,81%,4.71,4.24,4.00,N/A,4.06,4.18
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,64%,100%,N/A,4.04,3.30,3.51,N/A,3.96,3.26
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,54%,98%,92%,4.59,4.29,4.15,N/A,3.76,4.00
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,18%,86%,51%,3.56,3.84,3.02,N/A,3.46,3.98
27Q314,EPIC HIGH SCHOOL - SOUTH,19%,72%,58%,N/A,N/A,N/A,N/A,N/A,3.34
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,100%,100%,N/A,4.46,4.35,4.73,N/A,4.15,3.80
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,62%,98%,N/A,4.86,4.77,3.78,N/A,4.40,4.70
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,50%,100%,93%,4.35,4.19,4.06,N/A,4.15,3.68
27Q319,VILLAGE ACADEMY,67%,100%,97%,4.30,4.13,3.93,N/A,3.89,4.18
27Q323,SCHOLARS' ACADEMY,48%,99%,69%,4.50,4.04,4.78,N/A,4.29,4.03
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,43%,76%,72%,3.49,3.28,2.93,N/A,2.37,3.50
27Q333,GOLDIE MAPLE ACADEMY,68%,67%,90%,2.20,2.36,2.26,N/A,2.31,1.91
27Q334,EPIC HIGH SCHOOL - NORTH,50%,88%,75%,N/A,N/A,N/A,N/A,N/A,4.11
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,18%,71%,75%,2.87,3.06,2.80,N/A,3.29,2.61
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,62%,93%,N/A,4.36,4.02,4.85,N/A,3.73,4.34
27Q377,P.S. 377,88%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27Q400,AUGUST MARTIN HIGH SCHOOL,56%,90%,83%,N/A,N/A,N/A,N/A,N/A,3.85
27Q475,RICHMOND HILL HIGH SCHOOL,8%,85%,50%,N/A,N/A,N/A,N/A,N/A,3.63
27Q480,JOHN ADAMS HIGH SCHOOL,27%,96%,76%,4.24,3.67,3.82,N/A,2.39,2.92
27Q487,JOHN ADAMS YABC,19%,89%,65%,4.13,3.70,3.13,N/A,4.18,4.24
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",26%,86%,77%,4.10,2.76,4.15,N/A,3.23,2.84
28Q008,J.H.S. 008 RICHARD S. GROSSLEY,61%,100%,99%,3.87,3.75,3.47,N/A,2.85,3.83
28Q040,P.S. 040 SAMUEL HUNTINGTON,70%,100%,N/A,3.77,4.03,3.76,N/A,3.89,4.02
28Q048,P.S. 048 WILLIAM WORDSWORTH,58%,89%,N/A,3.67,3.62,3.15,N/A,3.89,3.21
28Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,32%,57%,N/A,4.21,3.36,4.00,N/A,3.80,3.78
28Q054,P.S. 054 HILLSIDE,68%,82%,N/A,3.60,3.79,3.64,N/A,3.72,3.05
28Q055,P.S. 055 MAURE,86%,98%,N/A,3.86,3.71,3.45,N/A,3.36,4.18
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,38%,56%,91%,2.62,2.92,3.39,N/A,2.35,2.25
28Q080,PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,50%,89%,N/A,2.94,2.58,2.60,N/A,3.61,2.00
28Q082,P.S. 082 HAMMOND,71%,85%,N/A,2.99,3.40,3.43,N/A,3.53,2.55
28Q086,P.S. Q086,76%,99%,N/A,3.68,2.02,3.45,N/A,3.25,2.99
28Q099,P.S. 099 KEW GARDENS,50%,89%,93%,4.48,4.10,4.39,N/A,4.01,3.65
28Q101,P.S. 101 SCHOOL IN THE GARDENS,83%,98%,100%,4.73,4.55,4.90,N/A,4.55,4.21
28Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL,68%,68%,N/A,4.28,3.52,4.01,N/A,3.87,3.67
28Q121,P.S. 121 QUEENS,64%,98%,N/A,4.44,4.30,4.83,N/A,4.25,4.10
28Q139,P.S. 139 REGO PARK,84%,98%,N/A,3.34,2.78,4.48,N/A,4.18,3.39
28Q140,P.S. 140 EDWARD K ELLINGTON,79%,89%,N/A,3.98,3.94,3.21,N/A,4.11,3.94
28Q144,P.S. 144 COL JEROMUS REMSEN,62%,95%,N/A,4.76,4.26,3.69,N/A,4.55,4.57
28Q157,J.H.S. 157 STEPHEN A. HALSEY,46%,84%,93%,4.06,3.55,4.70,N/A,3.60,3.40
28Q160,P.S. 160 WALTER FRANCIS BISHOP,55%,78%,N/A,3.75,4.15,3.57,N/A,3.78,3.96
28Q161,P.S. 161 ARTHUR ASHE SCHOOL,76%,96%,N/A,4.58,4.06,4.76,N/A,4.27,4.09
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,50%,91%,84%,4.58,4.09,3.86,N/A,3.94,4.02
28Q174,P.S. 174 WILLIAM SIDNEY MOUNT,35%,64%,N/A,3.21,2.87,3.26,N/A,4.32,2.50
28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,59%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.33
28Q182,P.S. 182 SAMANTHA SMITH,83%,84%,N/A,3.38,3.41,3.51,N/A,3.59,3.50
28Q190,J.H.S. 190 RUSSELL SAGE,74%,77%,98%,2.53,2.34,3.21,N/A,1.97,1.65
28Q196,P.S. 196 GRAND CENTRAL PARKWAY,83%,92%,N/A,4.62,4.25,4.86,N/A,4.46,4.19
28Q206,P.S. 206 THE HORACE HARDING SCHOOL,58%,76%,N/A,3.92,3.70,3.18,N/A,3.22,3.95
28Q217,J.H.S. 217 ROBERT A. VAN WYCK,44%,92%,91%,4.52,4.35,4.73,N/A,3.72,4.02
28Q220,P.S. 220 EDWARD MANDEL,80%,83%,N/A,4.54,3.85,4.00,N/A,3.95,3.80
28Q284,YORK EARLY COLLEGE ACADEMY,82%,97%,94%,3.50,3.65,4.11,N/A,4.00,3.49
28Q287,THE EMERSON SCHOOL,23%,67%,85%,3.30,3.40,3.36,N/A,2.53,3.34
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,93%,100%,N/A,4.99,4.64,4.98,N/A,4.23,4.50
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,19%,88%,89%,N/A,N/A,N/A,N/A,N/A,2.71
28Q312,JAMAICA CHILDREN'S SCHOOL,95%,87%,N/A,4.69,4.40,4.03,N/A,4.18,4.50
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,51%,100%,83%,4.83,4.84,4.40,N/A,4.06,4.51
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,13%,77%,60%,4.64,4.22,3.58,N/A,4.02,4.09
28Q332,REDWOOD MIDDLE SCHOOL,56%,93%,98%,3.62,3.41,3.70,N/A,3.01,3.76
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,18%,100%,32%,N/A,N/A,N/A,N/A,N/A,4.79
28Q349,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,79%,73%,N/A,4.23,3.89,3.94,N/A,4.15,3.35
28Q350,JAMAICA GATEWAY TO THE SCIENCES,29%,94%,60%,4.33,3.92,4.07,N/A,3.80,3.59
28Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,38%,84%,N/A,N/A,N/A,N/A,N/A,N/A,3.23
28Q358,M.S. 358,95%,96%,95%,N/A,N/A,N/A,N/A,N/A,3.72
28Q440,FOREST HILLS HIGH SCHOOL,8%,61%,37%,3.53,3.21,3.42,N/A,2.98,2.66
28Q505,HILLCREST HIGH SCHOOL,10%,65%,49%,3.57,3.69,4.30,N/A,3.23,3.63
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,62%,98%,95%,3.43,4.18,3.50,N/A,2.53,3.17
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,53%,100%,98%,2.65,2.85,3.51,N/A,1.60,1.10
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,24%,38%,85%,N/A,N/A,N/A,N/A,N/A,2.35
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,28%,93%,98%,N/A,N/A,N/A,N/A,N/A,2.52
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,23%,95%,83%,3.22,3.13,3.35,N/A,2.21,2.30
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",40%,92%,88%,4.07,3.55,3.91,N/A,3.41,3.53
29Q015,P.S. 015 JACKIE ROBINSON,44%,86%,N/A,3.52,3.75,3.83,N/A,4.08,4.04
29Q033,P.S. 033 EDWARD M. FUNK,69%,100%,N/A,3.59,3.86,3.75,N/A,3.95,4.57
29Q034,P.S. 034 JOHN HARVARD,27%,51%,N/A,N/A,N/A,N/A,N/A,N/A,3.83
29Q035,P.S. 035 NATHANIEL WOODHULL,46%,58%,N/A,2.78,2.82,2.67,N/A,3.42,3.09
29Q036,P.S. 036 SAINT ALBANS SCHOOL,49%,56%,N/A,N/A,N/A,N/A,N/A,N/A,2.93
29Q037,CYNTHIA JENKINS SCHOOL,57%,74%,N/A,4.14,2.67,4.14,N/A,3.42,3.34
29Q038,P.S. 038 ROSEDALE,78%,100%,N/A,3.19,3.27,3.20,N/A,4.18,4.43
29Q052,P.S. 052 QUEENS,44%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.84
29Q059,I.S. 059 SPRINGFIELD GARDENS,34%,89%,95%,3.78,4.05,3.59,N/A,4.03,3.53
29Q095,P.S. 095 EASTWOOD,100%,99%,N/A,4.67,4.61,4.46,N/A,4.85,4.58
